group,period_end,value
Wisconsin,11/9/20,39.2
Wyoming,11/9/20,37
Alabama,11/23/20,43.8
Alaska,11/23/20,44.6
Arizona,11/23/20,43.8
Arkansas,11/23/20,44.2
California,11/23/20,45.1
Colorado,11/23/20,45.8
Connecticut,11/23/20,37.5
Delaware,11/23/20,35.9
District of Columbia,11/23/20,40.3
Florida,11/23/20,41.3
Georgia,11/23/20,39.6
Hawaii,11/23/20,32.1
Idaho,11/23/20,40.5
Illinois,11/23/20,42.6
Indiana,11/23/20,39.5
Iowa,11/23/20,39.7
Kansas,11/23/20,40
Kentucky,11/23/20,38.9
Louisiana,11/23/20,46.8
Maine,11/23/20,40.9
Maryland,11/23/20,40.3
Massachusetts,11/23/20,42.1
Michigan,11/23/20,40.7
Minnesota,11/23/20,41.4
Mississippi,11/23/20,44.3
Missouri,11/23/20,39.7
Montana,11/23/20,45.3
Nebraska,11/23/20,39.6
Nevada,11/23/20,47.6
New Hampshire,11/23/20,40.1
New Jersey,11/23/20,40.9
New Mexico,11/23/20,49.7
New York,11/23/20,41.7
North Carolina,11/23/20,41.5
North Dakota,11/23/20,39
Ohio,11/23/20,41.7
Oklahoma,11/23/20,46.5
Oregon,11/23/20,45.2
Pennsylvania,11/23/20,39.9
Rhode Island,11/23/20,44.5
South Carolina,11/23/20,44.9
South Dakota,11/23/20,42.3
Tennessee,11/23/20,42.7
Texas,11/23/20,47.3
Utah,11/23/20,44.3
Vermont,11/23/20,39.8
Virginia,11/23/20,38.2
Washington,11/23/20,43.4
West Virginia,11/23/20,42.6
Wisconsin,11/23/20,38.7
Wyoming,11/23/20,39.5
Alabama,12/7/20,38.5
Alaska,12/7/20,42.6
Arizona,12/7/20,39.8
Arkansas,12/7/20,41.9
California,12/7/20,43.2
Colorado,12/7/20,43
Connecticut,12/7/20,41.6
Delaware,12/7/20,42.9
District of Columbia,12/7/20,41.8
Florida,12/7/20,39.4
Georgia,12/7/20,39.9
Hawaii,12/7/20,40.7
Idaho,12/7/20,41.3
Illinois,12/7/20,43.1
Indiana,12/7/20,43.7
Iowa,12/7/20,36.1
Kansas,12/7/20,36.8
Kentucky,12/7/20,45.9
Louisiana,12/7/20,47.3
Maine,12/7/20,36.9
Maryland,12/7/20,38.1
Massachusetts,12/7/20,39.4
Michigan,12/7/20,40.1
Minnesota,12/7/20,39.6
Mississippi,12/7/20,46.8
Missouri,12/7/20,38.9
Montana,12/7/20,39.4
Nebraska,12/7/20,39.6
Nevada,12/7/20,47.2
New Hampshire,12/7/20,41.7
New Jersey,12/7/20,40.8
New Mexico,12/7/20,46.1
New York,12/7/20,38.9
North Carolina,12/7/20,39
North Dakota,12/7/20,32.8
Ohio,12/7/20,44.2
Oklahoma,12/7/20,43.9
Oregon,12/7/20,47.6
Pennsylvania,12/7/20,43.1
Rhode Island,12/7/20,41.5
South Carolina,12/7/20,33.6
South Dakota,12/7/20,32.4
Tennessee,12/7/20,39.2
Texas,12/7/20,44.1
Utah,12/7/20,44.2
Vermont,12/7/20,40.6
Virginia,12/7/20,39.3
Washington,12/7/20,43.3
West Virginia,12/7/20,44.2
Wisconsin,12/7/20,35.5
Wyoming,12/7/20,44.8
Alabama,12/21/20,44
Alaska,12/21/20,44.1
Arizona,12/21/20,43.5
Arkansas,12/21/20,43
California,12/21/20,45
Colorado,12/21/20,44.6
Connecticut,12/21/20,40.8
Delaware,12/21/20,39.9
District of Columbia,12/21/20,41.4
Florida,12/21/20,41.5
Georgia,12/21/20,45.7
Hawaii,12/21/20,37.6
Idaho,12/21/20,43.7
Illinois,12/21/20,39.5
Indiana,12/21/20,40.8
Iowa,12/21/20,39.5
Kansas,12/21/20,41.5
Kentucky,12/21/20,43.9
Louisiana,12/21/20,50
Maine,12/21/20,37.7
Maryland,12/21/20,39.7
Massachusetts,12/21/20,42.8
Michigan,12/21/20,45.6
Minnesota,12/21/20,36.6
Mississippi,12/21/20,45.9
Missouri,12/21/20,40.3
Montana,12/21/20,40.7
Nebraska,12/21/20,36.4
Nevada,12/21/20,46.1
New Hampshire,12/21/20,39.5
New Jersey,12/21/20,41.4
New Mexico,12/21/20,47.7
New York,12/21/20,40.7
North Carolina,12/21/20,37
North Dakota,12/21/20,34.1
Ohio,12/21/20,46
Oklahoma,12/21/20,48.8
Oregon,12/21/20,45.6
Pennsylvania,12/21/20,39.7
Rhode Island,12/21/20,35.8
South Carolina,12/21/20,40.2
South Dakota,12/21/20,31.8
Tennessee,12/21/20,41
Texas,12/21/20,43.2
Utah,12/21/20,40.6
Vermont,12/21/20,41.1
Virginia,12/21/20,40.4
Washington,12/21/20,42.4
West Virginia,12/21/20,48.1
Wisconsin,12/21/20,40
Wyoming,12/21/20,39
Alabama,1/18/21,42
Alaska,1/18/21,41.5
Arizona,1/18/21,38.4
Arkansas,1/18/21,41.1
California,1/18/21,45.4
Colorado,1/18/21,41.7
Connecticut,1/18/21,39.5
Delaware,1/18/21,40.8
District of Columbia,1/18/21,39.4
Florida,1/18/21,38
Georgia,1/18/21,43.3
Hawaii,1/18/21,38.1
Idaho,1/18/21,38.8
Illinois,1/18/21,40.9
Indiana,1/18/21,38.7
Iowa,1/18/21,36.3
Kansas,1/18/21,38.7
Kentucky,1/18/21,40.4
Louisiana,1/18/21,43.5
Maine,1/18/21,40.6
Maryland,1/18/21,38.8
Massachusetts,1/18/21,38.4
Michigan,1/18/21,42.9
Minnesota,1/18/21,33.6
Mississippi,1/18/21,52.3
Missouri,1/18/21,43.7
Montana,1/18/21,35.7
Nebraska,1/18/21,38.5
Nevada,1/18/21,41.7
New Hampshire,1/18/21,36.5
New Jersey,1/18/21,39.4
New Mexico,1/18/21,38.9
New York,1/18/21,40.2
North Carolina,1/18/21,44.3
North Dakota,1/18/21,35.6
Ohio,1/18/21,41.4
Oklahoma,1/18/21,42.8
Oregon,1/18/21,44.3
Pennsylvania,1/18/21,41.3
Rhode Island,1/18/21,46.8
South Carolina,1/18/21,42
South Dakota,1/18/21,34
Tennessee,1/18/21,39.6
Texas,1/18/21,39
Utah,1/18/21,42.8
Vermont,1/18/21,35.2
Virginia,1/18/21,41.4
Washington,1/18/21,44.1
West Virginia,1/18/21,49.7
Wisconsin,1/18/21,34.8
Wyoming,1/18/21,37.9
Alabama,2/1/21,43.4
Alaska,2/1/21,43.1
Arizona,2/1/21,40.8
Arkansas,2/1/21,40
California,2/1/21,46.1
Colorado,2/1/21,41.4
Connecticut,2/1/21,40.6
Delaware,2/1/21,32.8
District of Columbia,2/1/21,43.7
Florida,2/1/21,40.8
Georgia,2/1/21,44.3
Hawaii,2/1/21,37.6
Idaho,2/1/21,40
Illinois,2/1/21,38.5
Indiana,2/1/21,42.2
Iowa,2/1/21,38.5
Kansas,2/1/21,36.5
Kentucky,2/1/21,43.6
Louisiana,2/1/21,47.5
Maine,2/1/21,37.5
Maryland,2/1/21,39.1
Massachusetts,2/1/21,42.2
Michigan,2/1/21,39.9
Minnesota,2/1/21,37.2
Mississippi,2/1/21,42.7
Missouri,2/1/21,39
Montana,2/1/21,35.1
Nebraska,2/1/21,33.8
Nevada,2/1/21,41.4
New Hampshire,2/1/21,37.7
New Jersey,2/1/21,42.2
New Mexico,2/1/21,43.3
New York,2/1/21,35.8
North Carolina,2/1/21,44.7
North Dakota,2/1/21,28.8
Ohio,2/1/21,43.2
Oklahoma,2/1/21,47.5
Oregon,2/1/21,42
Pennsylvania,2/1/21,39.8
Rhode Island,2/1/21,41.5
South Carolina,2/1/21,37.6
South Dakota,2/1/21,29.1
Tennessee,2/1/21,43.5
Texas,2/1/21,43.4
Utah,2/1/21,40.9
Vermont,2/1/21,36.2
Virginia,2/1/21,36.9
Washington,2/1/21,46.3
West Virginia,2/1/21,41.8
Wisconsin,2/1/21,36.4
Wyoming,2/1/21,40.2
Alabama,2/15/21,40.1
Alaska,2/15/21,41.3
Arizona,2/15/21,41.7
Arkansas,2/15/21,43.4
California,2/15/21,42.1
Colorado,2/15/21,36.3
Connecticut,2/15/21,40.2
Delaware,2/15/21,37.5
District of Columbia,2/15/21,38.6
Florida,2/15/21,38.9
Georgia,2/15/21,38.7
Hawaii,2/15/21,33.6
Idaho,2/15/21,36.9
Illinois,2/15/21,37.5
Indiana,2/15/21,37.5
Iowa,2/15/21,35.5
Kansas,2/15/21,34.5
Kentucky,2/15/21,39
Louisiana,2/15/21,42.7
Maine,2/15/21,38.2
Maryland,2/15/21,37.3
Massachusetts,2/15/21,39.7
Michigan,2/15/21,39.1
Minnesota,2/15/21,32.3
Mississippi,2/15/21,43.3
Missouri,2/15/21,39.9
Montana,2/15/21,32.1
Nebraska,2/15/21,35.9
Nevada,2/15/21,44
New Hampshire,2/15/21,32.6
New Jersey,2/15/21,38.8
New Mexico,2/15/21,42.9
New York,2/15/21,41.8
North Carolina,2/15/21,38.9
North Dakota,2/15/21,35.5
Ohio,2/15/21,36.4
Oklahoma,2/15/21,38.7
Oregon,2/15/21,45.1
Pennsylvania,2/15/21,35.4
Rhode Island,2/15/21,38.1
South Carolina,2/15/21,38.8
South Dakota,2/15/21,30.9
Tennessee,2/15/21,40.6
Texas,2/15/21,39.9
Utah,2/15/21,40.2
Vermont,2/15/21,38.7
Virginia,2/15/21,38.7
Washington,2/15/21,40.9
West Virginia,2/15/21,41.8
Wisconsin,2/15/21,36.7
Wyoming,2/15/21,29.2
Alabama,3/1/21,36.5
Alaska,3/1/21,35.6
Arizona,3/1/21,38.9
Arkansas,3/1/21,39.7
California,3/1/21,41.5
Colorado,3/1/21,37.6
Connecticut,3/1/21,40.6
Delaware,3/1/21,33.7
District of Columbia,3/1/21,36.4
Florida,3/1/21,38.5
Georgia,3/1/21,40.7
Hawaii,3/1/21,34.6
Idaho,3/1/21,35.9
Illinois,3/1/21,38.2
Indiana,3/1/21,38.8
Iowa,3/1/21,34.3
Kansas,3/1/21,31.5
Kentucky,3/1/21,45.9
Louisiana,3/1/21,42.5
Maine,3/1/21,36.8
Maryland,3/1/21,36.8
Massachusetts,3/1/21,39.7
Michigan,3/1/21,38.3
Minnesota,3/1/21,27.8
Mississippi,3/1/21,45.8
Missouri,3/1/21,37.8
Montana,3/1/21,31.1
Nebraska,3/1/21,25.5
Nevada,3/1/21,46.5
New Hampshire,3/1/21,34.4
New Jersey,3/1/21,38
New Mexico,3/1/21,42.5
New York,3/1/21,38.7
North Carolina,3/1/21,38.8
North Dakota,3/1/21,30.1
Ohio,3/1/21,38.3
Oklahoma,3/1/21,42.2
Oregon,3/1/21,41.2
Pennsylvania,3/1/21,38.3
Rhode Island,3/1/21,38.5
South Carolina,3/1/21,36.6
South Dakota,3/1/21,31.3
Tennessee,3/1/21,43.5
Texas,3/1/21,40.9
Utah,3/1/21,36.8
Vermont,3/1/21,37.2
Virginia,3/1/21,37
Washington,3/1/21,40.1
West Virginia,3/1/21,39.1
Wisconsin,3/1/21,30.4
Wyoming,3/1/21,38.1
Alabama,3/15/21,38.1
Alaska,3/15/21,35.6
Arizona,3/15/21,38
Arkansas,3/15/21,47.2
California,3/15/21,39.7
Colorado,3/15/21,42.3
Connecticut,3/15/21,33.3
Delaware,3/15/21,32.4
District of Columbia,3/15/21,38.1
Florida,3/15/21,38.7
Georgia,3/15/21,33.2
Hawaii,3/15/21,30.6
Idaho,3/15/21,34.9
Illinois,3/15/21,35.4
Indiana,3/15/21,32.8
Iowa,3/15/21,33.3
Kansas,3/15/21,37.7
Kentucky,3/15/21,39.7
Louisiana,3/15/21,41
Maine,3/15/21,41.5
Maryland,3/15/21,36.8
Massachusetts,3/15/21,34.2
Michigan,3/15/21,36.6
Minnesota,3/15/21,32.1
Mississippi,3/15/21,37
Missouri,3/15/21,37.6
Montana,3/15/21,30.8
Nebraska,3/15/21,31.4
Nevada,3/15/21,33.7
New Hampshire,3/15/21,35.7
New Jersey,3/15/21,36
New Mexico,3/15/21,39.8
New York,3/15/21,36.6
North Carolina,3/15/21,35.8
North Dakota,3/15/21,26.8
Ohio,3/15/21,41.2
Oklahoma,3/15/21,37.5
Oregon,3/15/21,42.5
Pennsylvania,3/15/21,38.9
Rhode Island,3/15/21,39.1
South Carolina,3/15/21,30.5
South Dakota,3/15/21,25.9
Tennessee,3/15/21,34.5
Texas,3/15/21,35.7
Utah,3/15/21,32.6
Vermont,3/15/21,35.5
Virginia,3/15/21,34.3
Washington,3/15/21,37.3
West Virginia,3/15/21,43.5
Wisconsin,3/15/21,31.7
Wyoming,3/15/21,36.1
Alabama,3/29/21,34.5
Alaska,3/29/21,37.8
Arizona,3/29/21,35.1
Arkansas,3/29/21,37.5
California,3/29/21,39.3
Colorado,3/29/21,34.8
Connecticut,3/29/21,31.8
Delaware,3/29/21,30.6
District of Columbia,3/29/21,33.8
Florida,3/29/21,34.7
Georgia,3/29/21,37.9
Hawaii,3/29/21,28.4
Idaho,3/29/21,31.1
Illinois,3/29/21,36.4
Indiana,3/29/21,32
Iowa,3/29/21,30.1
Kansas,3/29/21,32.1
Kentucky,3/29/21,33.5
Louisiana,3/29/21,37.1
Maine,3/29/21,34.8
Maryland,3/29/21,31.1
Massachusetts,3/29/21,30.3
Michigan,3/29/21,35.4
Minnesota,3/29/21,30.4
Mississippi,3/29/21,42.6
Missouri,3/29/21,34.7
Montana,3/29/21,32.7
Nebraska,3/29/21,32.2
Nevada,3/29/21,41.7
New Hampshire,3/29/21,32.4
New Jersey,3/29/21,35
New Mexico,3/29/21,38.3
New York,3/29/21,36.1
North Carolina,3/29/21,32.5
North Dakota,3/29/21,26.7
Ohio,3/29/21,33.4
Oklahoma,3/29/21,39.3
Oregon,3/29/21,35.5
Pennsylvania,3/29/21,35.3
Rhode Island,3/29/21,36.9
South Carolina,3/29/21,33.1
South Dakota,3/29/21,24.9
Tennessee,3/29/21,36.2
Texas,3/29/21,35
Utah,3/29/21,31.5
Vermont,3/29/21,32.1
Virginia,3/29/21,31.4
Washington,3/29/21,35.6
West Virginia,3/29/21,41
Wisconsin,3/29/21,32.3
Wyoming,3/29/21,35.6
Alabama,4/26/21,35.5
Alaska,4/26/21,31.8
Arizona,4/26/21,34.4
Arkansas,4/26/21,34.8
California,4/26/21,37.3
Colorado,4/26/21,31.5
Connecticut,4/26/21,31.5
Delaware,4/26/21,24.7
District of Columbia,4/26/21,37.4
Florida,4/26/21,35
Georgia,4/26/21,33.6
Hawaii,4/26/21,28.5
Idaho,4/26/21,30.8
Illinois,4/26/21,29.7
Indiana,4/26/21,33.2
Iowa,4/26/21,29.4
Kansas,4/26/21,28.7
Kentucky,4/26/21,34.8
Louisiana,4/26/21,34.4
Maine,4/26/21,25.7
Maryland,4/26/21,32.5
Massachusetts,4/26/21,31.6
Michigan,4/26/21,33.5
Minnesota,4/26/21,24.7
Mississippi,4/26/21,30.9
Missouri,4/26/21,32.7
Montana,4/26/21,36.1
Nebraska,4/26/21,31.2
Nevada,4/26/21,32.6
New Hampshire,4/26/21,27.3
New Jersey,4/26/21,32.7
New Mexico,4/26/21,30.8
New York,4/26/21,31.2
North Carolina,4/26/21,31.2
North Dakota,4/26/21,31.4
Ohio,4/26/21,27.1
Oklahoma,4/26/21,29.1
Oregon,4/26/21,33.3
Pennsylvania,4/26/21,30.2
Rhode Island,4/26/21,26.5
South Carolina,4/26/21,29.8
South Dakota,4/26/21,26.6
Tennessee,4/26/21,31.9
Texas,4/26/21,34.6
Utah,4/26/21,25.1
Vermont,4/26/21,31.4
Virginia,4/26/21,25.8
Washington,4/26/21,29.7
West Virginia,4/26/21,42.1
Wisconsin,4/26/21,26
Wyoming,4/26/21,22
Alabama,5/10/21,33.3
Alaska,5/10/21,33.8
Arizona,5/10/21,29.9
Arkansas,5/10/21,35.5
California,5/10/21,33
Colorado,5/10/21,30.8
Connecticut,5/10/21,29.4
Delaware,5/10/21,30.8
District of Columbia,5/10/21,30.6
Florida,5/10/21,32.9
Georgia,5/10/21,29.5
Hawaii,5/10/21,23.2
Idaho,5/10/21,25.8
Illinois,5/10/21,29.8
Indiana,5/10/21,27.4
Iowa,5/10/21,27.7
Kansas,5/10/21,29.7
Kentucky,5/10/21,35.2
Louisiana,5/10/21,34.3
Maine,5/10/21,27.3
Maryland,5/10/21,27.7
Massachusetts,5/10/21,29
Michigan,5/10/21,31
Minnesota,5/10/21,24.1
Mississippi,5/10/21,25.7
Missouri,5/10/21,30.9
Montana,5/10/21,24.1
Nebraska,5/10/21,31.6
Nevada,5/10/21,29.2
New Hampshire,5/10/21,26.3
New Jersey,5/10/21,27.8
New Mexico,5/10/21,28.4
New York,5/10/21,31.6
North Carolina,5/10/21,33.5
North Dakota,5/10/21,24.8
Ohio,5/10/21,31.8
Oklahoma,5/10/21,34.3
Oregon,5/10/21,32.4
Pennsylvania,5/10/21,27.3
Rhode Island,5/10/21,24.5
South Carolina,5/10/21,30
South Dakota,5/10/21,24.4
Tennessee,5/10/21,29.8
Texas,5/10/21,33.1
Utah,5/10/21,30.1
Vermont,5/10/21,28
Virginia,5/10/21,27.3
Washington,5/10/21,32.6
West Virginia,5/10/21,31
Wisconsin,5/10/21,26.4
Wyoming,5/10/21,27.2
Alabama,5/24/21,28
Alaska,5/24/21,29.3
Arizona,5/24/21,27.9
Arkansas,5/24/21,33.7
California,5/24/21,32.3
Colorado,5/24/21,33.1
Connecticut,5/24/21,32.4
Delaware,5/24/21,26.1
District of Columbia,5/24/21,30.8
Florida,5/24/21,28.9
Georgia,5/24/21,30.9
Hawaii,5/24/21,25.5
Idaho,5/24/21,28.9
Illinois,5/24/21,29.1
Indiana,5/24/21,27.9
Iowa,5/24/21,26.2
Kansas,5/24/21,25.1
Kentucky,5/24/21,31.4
Louisiana,5/24/21,33.3
Maine,5/24/21,26.2
Maryland,5/24/21,27.7
Massachusetts,5/24/21,28
Michigan,5/24/21,28.8
Minnesota,5/24/21,24.7
Mississippi,5/24/21,32.3
Missouri,5/24/21,26.7
Montana,5/24/21,27.1
Nebraska,5/24/21,25.3
Nevada,5/24/21,28.4
New Hampshire,5/24/21,27.5
New Jersey,5/24/21,26.3
New Mexico,5/24/21,29.1
New York,5/24/21,32.4
North Carolina,5/24/21,28.1
North Dakota,5/24/21,23.2
Ohio,5/24/21,28.5
Oklahoma,5/24/21,33
Oregon,5/24/21,32.6
Pennsylvania,5/24/21,30.2
Rhode Island,5/24/21,26.4
South Carolina,5/24/21,30.1
South Dakota,5/24/21,24.3
Tennessee,5/24/21,33.5
Texas,5/24/21,32.4
Utah,5/24/21,27.7
Vermont,5/24/21,28
Virginia,5/24/21,32.3
Washington,5/24/21,31.3
West Virginia,5/24/21,31.6
Wisconsin,5/24/21,29.9
Wyoming,5/24/21,32.3
Alabama,6/7/21,31.8
Alaska,6/7/21,26.9
Arizona,6/7/21,31.8
Arkansas,6/7/21,32.9
California,6/7/21,30.7
Colorado,6/7/21,30.3
Connecticut,6/7/21,23.6
Delaware,6/7/21,27.4
District of Columbia,6/7/21,26.8
Florida,6/7/21,28
Georgia,6/7/21,32.2
Hawaii,6/7/21,29.3
Idaho,6/7/21,23.9
Illinois,6/7/21,28.2
Indiana,6/7/21,29.3
Iowa,6/7/21,27.8
Kansas,6/7/21,25.4
Kentucky,6/7/21,28.4
Louisiana,6/7/21,34.2
Maine,6/7/21,28
Maryland,6/7/21,26.6
Massachusetts,6/7/21,27.2
Michigan,6/7/21,23.1
Minnesota,6/7/21,26.6
Mississippi,6/7/21,32.3
Missouri,6/7/21,33.6
Montana,6/7/21,22.1
Nebraska,6/7/21,22.6
Nevada,6/7/21,36.5
New Hampshire,6/7/21,33.4
New Jersey,6/7/21,30.2
New Mexico,6/7/21,32.8
New York,6/7/21,27.7
North Carolina,6/7/21,31.8
North Dakota,6/7/21,27
Ohio,6/7/21,30.4
Oklahoma,6/7/21,31.2
Oregon,6/7/21,32.8
Pennsylvania,6/7/21,29.8
Rhode Island,6/7/21,27
South Carolina,6/7/21,30.8
South Dakota,6/7/21,25.5
Tennessee,6/7/21,29.2
Texas,6/7/21,32.2
Utah,6/7/21,29
Vermont,6/7/21,25.9
Virginia,6/7/21,29.9
Washington,6/7/21,32.4
West Virginia,6/7/21,31.8
Wisconsin,6/7/21,22.3
Wyoming,6/7/21,24.2
Alabama,6/21/21,29.5
Alaska,6/21/21,31.8
Arizona,6/21/21,32
Arkansas,6/21/21,34.5
California,6/21/21,31.5
Colorado,6/21/21,28.3
Connecticut,6/21/21,30.6
Delaware,6/21/21,31.4
District of Columbia,6/21/21,25
Florida,6/21/21,34
Georgia,6/21/21,33.6
Hawaii,6/21/21,24.9
Idaho,6/21/21,29.5
Illinois,6/21/21,29.4
Indiana,6/21/21,30.2
Iowa,6/21/21,32.4
Kansas,6/21/21,25.9
Kentucky,6/21/21,33.2
Louisiana,6/21/21,36.3
Maine,6/21/21,28.6
Maryland,6/21/21,31.1
Massachusetts,6/21/21,27.1
Michigan,6/21/21,27.2
Minnesota,6/21/21,25.9
Mississippi,6/21/21,39.2
Missouri,6/21/21,31.9
Montana,6/21/21,26.7
Nebraska,6/21/21,25.4
Nevada,6/21/21,33.9
New Hampshire,6/21/21,21
New Jersey,6/21/21,31
New Mexico,6/21/21,35.7
New York,6/21/21,30.5
North Carolina,6/21/21,25.7
North Dakota,6/21/21,26.5
Ohio,6/21/21,28.4
Oklahoma,6/21/21,38.6
Oregon,6/21/21,29
Pennsylvania,6/21/21,28
Rhode Island,6/21/21,31.3
South Carolina,6/21/21,30
South Dakota,6/21/21,23.5
Tennessee,6/21/21,31.3
Texas,6/21/21,31.7
Utah,6/21/21,29.8
Vermont,6/21/21,23
Virginia,6/21/21,28.3
Washington,6/21/21,29
West Virginia,6/21/21,37.2
Wisconsin,6/21/21,22.4
Wyoming,6/21/21,26.1
Alabama,7/5/21,35.9
Alaska,7/5/21,27.4
Arizona,7/5/21,33.4
Arkansas,7/5/21,26.4
California,7/5/21,30.3
Colorado,7/5/21,27.9
Connecticut,7/5/21,26.8
Delaware,7/5/21,25.8
District of Columbia,7/5/21,28
Florida,7/5/21,26.6
Georgia,7/5/21,30.5
Hawaii,7/5/21,32.9
Idaho,7/5/21,28.9
Illinois,7/5/21,24
Indiana,7/5/21,28.8
Iowa,7/5/21,25.3
Kansas,7/5/21,27.5
Kentucky,7/5/21,34.3
Louisiana,7/5/21,29.8
Maine,7/5/21,23.7
Maryland,7/5/21,30.4
Massachusetts,7/5/21,26.5
Michigan,7/5/21,29
Minnesota,7/5/21,21.6
Mississippi,7/5/21,33
Missouri,7/5/21,30
Montana,7/5/21,26.9
Nebraska,7/5/21,25.5
Nevada,7/5/21,35.6
New Hampshire,7/5/21,29.9
New Jersey,7/5/21,21.9
New Mexico,7/5/21,36.6
New York,7/5/21,26.7
North Carolina,7/5/21,31.2
North Dakota,7/5/21,27.1
Ohio,7/5/21,31.2
Oklahoma,7/5/21,37.5
Oregon,7/5/21,36
Pennsylvania,7/5/21,25.8
Rhode Island,7/5/21,26.2
South Carolina,7/5/21,32
South Dakota,7/5/21,25.2
Tennessee,7/5/21,29.8
Texas,7/5/21,31.6
Utah,7/5/21,28.1
Vermont,7/5/21,25.5
Virginia,7/5/21,25.9
Washington,7/5/21,28.3
West Virginia,7/5/21,34.1
Wisconsin,7/5/21,24.8
Wyoming,7/5/21,27.5
Alabama,8/2/21,35.3
Alaska,8/2/21,34.2
Arizona,8/2/21,32
Arkansas,8/2/21,35
California,8/2/21,33.4
Colorado,8/2/21,27.9
Connecticut,8/2/21,26.7
Delaware,8/2/21,32.5
District of Columbia,8/2/21,35.1
Florida,8/2/21,30.9
Georgia,8/2/21,36.3
Hawaii,8/2/21,28
Idaho,8/2/21,26.9
Illinois,8/2/21,29.6
Indiana,8/2/21,31.8
Iowa,8/2/21,26.9
Kansas,8/2/21,28.3
Kentucky,8/2/21,33.7
Louisiana,8/2/21,40.9
Maine,8/2/21,34.5
Maryland,8/2/21,27.4
Massachusetts,8/2/21,27.9
Michigan,8/2/21,28.8
Minnesota,8/2/21,27
Mississippi,8/2/21,34.8
Missouri,8/2/21,31.1
Montana,8/2/21,24.2
Nebraska,8/2/21,25.1
Nevada,8/2/21,37
New Hampshire,8/2/21,25.9
New Jersey,8/2/21,25.8
New Mexico,8/2/21,33.6
New York,8/2/21,24.9
North Carolina,8/2/21,26.3
North Dakota,8/2/21,23.5
Ohio,8/2/21,32.3
Oklahoma,8/2/21,38.9
Oregon,8/2/21,31.5
Pennsylvania,8/2/21,30.5
Rhode Island,8/2/21,30.8
South Carolina,8/2/21,30.9
South Dakota,8/2/21,23.6
Tennessee,8/2/21,27.6
Texas,8/2/21,38.1
Utah,8/2/21,32.2
Vermont,8/2/21,25.8
Virginia,8/2/21,30.3
Washington,8/2/21,34.7
West Virginia,8/2/21,35.4
Wisconsin,8/2/21,27
Wyoming,8/2/21,32.3
Alabama,8/16/21,29.9
Alaska,8/16/21,28.1
Arizona,8/16/21,34.7
Arkansas,8/16/21,35.1
California,8/16/21,32.4
Colorado,8/16/21,30.2
Connecticut,8/16/21,24.9
Delaware,8/16/21,32.1
District of Columbia,8/16/21,29.7
Florida,8/16/21,32.3
Georgia,8/16/21,34.8
Hawaii,8/16/21,30.5
Idaho,8/16/21,31.9
Illinois,8/16/21,28.1
Indiana,8/16/21,28
Iowa,8/16/21,27.1
Kansas,8/16/21,28.2
Kentucky,8/16/21,34.6
Louisiana,8/16/21,38.4
Maine,8/16/21,26.3
Maryland,8/16/21,28
Massachusetts,8/16/21,29.9
Michigan,8/16/21,30.9
Minnesota,8/16/21,26.4
Mississippi,8/16/21,32.5
Missouri,8/16/21,32
Montana,8/16/21,32.1
Nebraska,8/16/21,28.4
Nevada,8/16/21,33.1
New Hampshire,8/16/21,30
New Jersey,8/16/21,25.6
New Mexico,8/16/21,33.6
New York,8/16/21,29.6
North Carolina,8/16/21,29.3
North Dakota,8/16/21,22.9
Ohio,8/16/21,27.8
Oklahoma,8/16/21,39.7
Oregon,8/16/21,30.5
Pennsylvania,8/16/21,30.8
Rhode Island,8/16/21,31.4
South Carolina,8/16/21,28.9
South Dakota,8/16/21,21.2
Tennessee,8/16/21,33.2
Texas,8/16/21,31.9
Utah,8/16/21,33
Vermont,8/16/21,27.8
Virginia,8/16/21,30.3
Washington,8/16/21,31.1
West Virginia,8/16/21,34
Wisconsin,8/16/21,27.9
Wyoming,8/16/21,25.4
Alabama,8/30/21,38.5
Alaska,8/30/21,33.5
Arizona,8/30/21,35.8
Arkansas,8/30/21,36.2
California,8/30/21,31.5
Colorado,8/30/21,29.7
Connecticut,8/30/21,27.9
Delaware,8/30/21,32.4
District of Columbia,8/30/21,33
Florida,8/30/21,31.4
Georgia,8/30/21,34.5
Hawaii,8/30/21,31.8
Idaho,8/30/21,27.9
Illinois,8/30/21,28.6
Indiana,8/30/21,31.3
Iowa,8/30/21,28.5
Kansas,8/30/21,29.4
Kentucky,8/30/21,33.8
Louisiana,8/30/21,39.3
Maine,8/30/21,31
Maryland,8/30/21,31.4
Massachusetts,8/30/21,32
Michigan,8/30/21,30.3
Minnesota,8/30/21,30.4
Mississippi,8/30/21,33.3
Missouri,8/30/21,30.6
Montana,8/30/21,26.3
Nebraska,8/30/21,27.9
Nevada,8/30/21,36.4
New Hampshire,8/30/21,23.9
New Jersey,8/30/21,30.6
New Mexico,8/30/21,30.3
New York,8/30/21,28.6
North Carolina,8/30/21,34
North Dakota,8/30/21,29.8
Ohio,8/30/21,34.5
Oklahoma,8/30/21,38.1
Oregon,8/30/21,35.3
Pennsylvania,8/30/21,35.5
Rhode Island,8/30/21,29.3
South Carolina,8/30/21,32.7
South Dakota,8/30/21,31.1
Tennessee,8/30/21,41.7
Texas,8/30/21,32.6
Utah,8/30/21,33.7
Vermont,8/30/21,29.3
Virginia,8/30/21,28
Washington,8/30/21,33.7
West Virginia,8/30/21,34.2
Wisconsin,8/30/21,25.1
