group,period_end,value
West Virginia,11/9/20,25.7
Wisconsin,11/9/20,27
Wyoming,11/9/20,23.5
Alabama,11/23/20,31.5
Alaska,11/23/20,30
Arizona,11/23/20,28.7
Arkansas,11/23/20,32.7
California,11/23/20,30.7
Colorado,11/23/20,26
Connecticut,11/23/20,25.3
Delaware,11/23/20,24.3
District of Columbia,11/23/20,27.8
Florida,11/23/20,30.5
Georgia,11/23/20,29.2
Hawaii,11/23/20,22.6
Idaho,11/23/20,27.2
Illinois,11/23/20,30.4
Indiana,11/23/20,27
Iowa,11/23/20,25.5
Kansas,11/23/20,26.5
Kentucky,11/23/20,26.5
Louisiana,11/23/20,35.5
Maine,11/23/20,25.8
Maryland,11/23/20,26.7
Massachusetts,11/23/20,27.5
Michigan,11/23/20,26.8
Minnesota,11/23/20,24.5
Mississippi,11/23/20,30.1
Missouri,11/23/20,26.6
Montana,11/23/20,30.1
Nebraska,11/23/20,26.5
Nevada,11/23/20,32.5
New Hampshire,11/23/20,24.2
New Jersey,11/23/20,26.2
New Mexico,11/23/20,32.6
New York,11/23/20,25.1
North Carolina,11/23/20,26.9
North Dakota,11/23/20,26.1
Ohio,11/23/20,28.7
Oklahoma,11/23/20,31.6
Oregon,11/23/20,28.7
Pennsylvania,11/23/20,27.9
Rhode Island,11/23/20,29.9
South Carolina,11/23/20,32.6
South Dakota,11/23/20,27.4
Tennessee,11/23/20,29.4
Texas,11/23/20,31.4
Utah,11/23/20,28.7
Vermont,11/23/20,21.6
Virginia,11/23/20,23.3
Washington,11/23/20,27.7
West Virginia,11/23/20,29.6
Wisconsin,11/23/20,26.5
Wyoming,11/23/20,26.8
Alabama,12/7/20,30.5
Alaska,12/7/20,26.7
Arizona,12/7/20,28.5
Arkansas,12/7/20,28.5
California,12/7/20,30.2
Colorado,12/7/20,28.4
Connecticut,12/7/20,28.2
Delaware,12/7/20,33
District of Columbia,12/7/20,27.3
Florida,12/7/20,27.9
Georgia,12/7/20,28.2
Hawaii,12/7/20,31.2
Idaho,12/7/20,30.6
Illinois,12/7/20,30
Indiana,12/7/20,30.8
Iowa,12/7/20,24.3
Kansas,12/7/20,27.6
Kentucky,12/7/20,33.9
Louisiana,12/7/20,35.5
Maine,12/7/20,24.8
Maryland,12/7/20,27
Massachusetts,12/7/20,23.7
Michigan,12/7/20,26.5
Minnesota,12/7/20,25
Mississippi,12/7/20,36.9
Missouri,12/7/20,27.4
Montana,12/7/20,26.3
Nebraska,12/7/20,26
Nevada,12/7/20,35.7
New Hampshire,12/7/20,26.1
New Jersey,12/7/20,27.7
New Mexico,12/7/20,30.2
New York,12/7/20,23.3
North Carolina,12/7/20,28.4
North Dakota,12/7/20,21.1
Ohio,12/7/20,32.7
Oklahoma,12/7/20,33.8
Oregon,12/7/20,35.9
Pennsylvania,12/7/20,29.4
Rhode Island,12/7/20,27.2
South Carolina,12/7/20,22.9
South Dakota,12/7/20,20.2
Tennessee,12/7/20,28
Texas,12/7/20,31.3
Utah,12/7/20,32.4
Vermont,12/7/20,28.8
Virginia,12/7/20,26.9
Washington,12/7/20,29.4
West Virginia,12/7/20,31.6
Wisconsin,12/7/20,26.3
Wyoming,12/7/20,31.3
Alabama,12/21/20,35.1
Alaska,12/21/20,32
Arizona,12/21/20,32.7
Arkansas,12/21/20,28.3
California,12/21/20,31.4
Colorado,12/21/20,30.3
Connecticut,12/21/20,29
Delaware,12/21/20,30.4
District of Columbia,12/21/20,22.6
Florida,12/21/20,28.1
Georgia,12/21/20,31.2
Hawaii,12/21/20,25.5
Idaho,12/21/20,31.1
Illinois,12/21/20,25.5
Indiana,12/21/20,27.8
Iowa,12/21/20,29.9
Kansas,12/21/20,30.6
Kentucky,12/21/20,33.4
Louisiana,12/21/20,39.4
Maine,12/21/20,23.7
Maryland,12/21/20,28
Massachusetts,12/21/20,29.6
Michigan,12/21/20,33.1
Minnesota,12/21/20,25.2
Mississippi,12/21/20,36.5
Missouri,12/21/20,29
Montana,12/21/20,29.5
Nebraska,12/21/20,26.5
Nevada,12/21/20,35.3
New Hampshire,12/21/20,23.8
New Jersey,12/21/20,28.7
New Mexico,12/21/20,35.6
New York,12/21/20,30.2
North Carolina,12/21/20,24.1
North Dakota,12/21/20,21.6
Ohio,12/21/20,35.7
Oklahoma,12/21/20,35.7
Oregon,12/21/20,33.4
Pennsylvania,12/21/20,27.3
Rhode Island,12/21/20,22.4
South Carolina,12/21/20,27
South Dakota,12/21/20,21.1
Tennessee,12/21/20,32.3
Texas,12/21/20,31.8
Utah,12/21/20,29
Vermont,12/21/20,25.7
Virginia,12/21/20,28.1
Washington,12/21/20,31.2
West Virginia,12/21/20,37
Wisconsin,12/21/20,30
Wyoming,12/21/20,24.7
Alabama,1/18/21,29.3
Alaska,1/18/21,28.4
Arizona,1/18/21,26.9
Arkansas,1/18/21,28.8
California,1/18/21,31.3
Colorado,1/18/21,29.1
Connecticut,1/18/21,24.3
Delaware,1/18/21,25.8
District of Columbia,1/18/21,23
Florida,1/18/21,26
Georgia,1/18/21,28.8
Hawaii,1/18/21,28.2
Idaho,1/18/21,27.5
Illinois,1/18/21,26.5
Indiana,1/18/21,26.4
Iowa,1/18/21,28
Kansas,1/18/21,25.5
Kentucky,1/18/21,29.6
Louisiana,1/18/21,30.4
Maine,1/18/21,22.2
Maryland,1/18/21,27.4
Massachusetts,1/18/21,24.2
Michigan,1/18/21,30.2
Minnesota,1/18/21,21.5
Mississippi,1/18/21,37.5
Missouri,1/18/21,31.9
Montana,1/18/21,23.7
Nebraska,1/18/21,26.1
Nevada,1/18/21,30.8
New Hampshire,1/18/21,25.4
New Jersey,1/18/21,27.3
New Mexico,1/18/21,27.4
New York,1/18/21,25
North Carolina,1/18/21,31.1
North Dakota,1/18/21,26.7
Ohio,1/18/21,31.1
Oklahoma,1/18/21,29.7
Oregon,1/18/21,30.1
Pennsylvania,1/18/21,30.4
Rhode Island,1/18/21,34.9
South Carolina,1/18/21,29.2
South Dakota,1/18/21,26.2
Tennessee,1/18/21,29.4
Texas,1/18/21,27.6
Utah,1/18/21,29.5
Vermont,1/18/21,22
Virginia,1/18/21,28.6
Washington,1/18/21,30.1
West Virginia,1/18/21,38.5
Wisconsin,1/18/21,21.3
Wyoming,1/18/21,26.2
Alabama,2/1/21,32.1
Alaska,2/1/21,30.8
Arizona,2/1/21,29.8
Arkansas,2/1/21,28.5
California,2/1/21,30.7
Colorado,2/1/21,26.5
Connecticut,2/1/21,25.2
Delaware,2/1/21,22.5
District of Columbia,2/1/21,21.5
Florida,2/1/21,26.3
Georgia,2/1/21,31.1
Hawaii,2/1/21,26.3
Idaho,2/1/21,28.1
Illinois,2/1/21,27.1
Indiana,2/1/21,28
Iowa,2/1/21,25.6
Kansas,2/1/21,24.6
Kentucky,2/1/21,30.5
Louisiana,2/1/21,34
Maine,2/1/21,24.2
Maryland,2/1/21,27.1
Massachusetts,2/1/21,27
Michigan,2/1/21,30.1
Minnesota,2/1/21,24.7
Mississippi,2/1/21,27
Missouri,2/1/21,26.9
Montana,2/1/21,24.9
Nebraska,2/1/21,21.3
Nevada,2/1/21,30.9
New Hampshire,2/1/21,25.2
New Jersey,2/1/21,29.1
New Mexico,2/1/21,30.3
New York,2/1/21,25.1
North Carolina,2/1/21,30.2
North Dakota,2/1/21,18.5
Ohio,2/1/21,29.6
Oklahoma,2/1/21,32.1
Oregon,2/1/21,28.5
Pennsylvania,2/1/21,25.4
Rhode Island,2/1/21,30.3
South Carolina,2/1/21,24.4
South Dakota,2/1/21,15.3
Tennessee,2/1/21,32
Texas,2/1/21,31
Utah,2/1/21,28.2
Vermont,2/1/21,21.2
Virginia,2/1/21,24.6
Washington,2/1/21,33.2
West Virginia,2/1/21,31.6
Wisconsin,2/1/21,25.8
Wyoming,2/1/21,28.4
Alabama,2/15/21,29.8
Alaska,2/15/21,31.5
Arizona,2/15/21,30.4
Arkansas,2/15/21,33.4
California,2/15/21,30.3
Colorado,2/15/21,23.6
Connecticut,2/15/21,27.1
Delaware,2/15/21,24.8
District of Columbia,2/15/21,24.5
Florida,2/15/21,28.1
Georgia,2/15/21,28.5
Hawaii,2/15/21,23.4
Idaho,2/15/21,26.6
Illinois,2/15/21,27.9
Indiana,2/15/21,25.7
Iowa,2/15/21,25
Kansas,2/15/21,24.8
Kentucky,2/15/21,28.7
Louisiana,2/15/21,31.3
Maine,2/15/21,23
Maryland,2/15/21,26.6
Massachusetts,2/15/21,26.5
Michigan,2/15/21,27.3
Minnesota,2/15/21,21.9
Mississippi,2/15/21,32.7
Missouri,2/15/21,29.3
Montana,2/15/21,23.4
Nebraska,2/15/21,26
Nevada,2/15/21,30.4
New Hampshire,2/15/21,19.6
New Jersey,2/15/21,24.3
New Mexico,2/15/21,32.4
New York,2/15/21,31.1
North Carolina,2/15/21,27.5
North Dakota,2/15/21,20.2
Ohio,2/15/21,25.7
Oklahoma,2/15/21,27.2
Oregon,2/15/21,31
Pennsylvania,2/15/21,26.5
Rhode Island,2/15/21,27.3
South Carolina,2/15/21,29.7
South Dakota,2/15/21,21.9
Tennessee,2/15/21,30.7
Texas,2/15/21,28.2
Utah,2/15/21,28.7
Vermont,2/15/21,27.2
Virginia,2/15/21,27.5
Washington,2/15/21,28.7
West Virginia,2/15/21,30.7
Wisconsin,2/15/21,25.8
Wyoming,2/15/21,20
Alabama,3/1/21,27.6
Alaska,3/1/21,22
Arizona,3/1/21,28.7
Arkansas,3/1/21,28.2
California,3/1/21,29.5
Colorado,3/1/21,28.1
Connecticut,3/1/21,28.1
Delaware,3/1/21,21.6
District of Columbia,3/1/21,21.3
Florida,3/1/21,27.8
Georgia,3/1/21,28.3
Hawaii,3/1/21,22.3
Idaho,3/1/21,24.1
Illinois,3/1/21,27.4
Indiana,3/1/21,26.9
Iowa,3/1/21,25.3
Kansas,3/1/21,22.9
Kentucky,3/1/21,34
Louisiana,3/1/21,31.9
Maine,3/1/21,25.9
Maryland,3/1/21,25
Massachusetts,3/1/21,29.3
Michigan,3/1/21,26.9
Minnesota,3/1/21,18.3
Mississippi,3/1/21,32.9
Missouri,3/1/21,27.2
Montana,3/1/21,23.5
Nebraska,3/1/21,18.8
Nevada,3/1/21,36.1
New Hampshire,3/1/21,23.5
New Jersey,3/1/21,26.5
New Mexico,3/1/21,32
New York,3/1/21,28.2
North Carolina,3/1/21,30.3
North Dakota,3/1/21,20.3
Ohio,3/1/21,29.1
Oklahoma,3/1/21,29.5
Oregon,3/1/21,29.7
Pennsylvania,3/1/21,27.4
Rhode Island,3/1/21,26.5
South Carolina,3/1/21,29.6
South Dakota,3/1/21,20.2
Tennessee,3/1/21,31.2
Texas,3/1/21,27.6
Utah,3/1/21,25.4
Vermont,3/1/21,25.7
Virginia,3/1/21,25.3
Washington,3/1/21,27.8
West Virginia,3/1/21,29
Wisconsin,3/1/21,20.7
Wyoming,3/1/21,28.3
Alabama,3/15/21,29
Alaska,3/15/21,24.5
Arizona,3/15/21,29.3
Arkansas,3/15/21,35
California,3/15/21,28.5
Colorado,3/15/21,27
Connecticut,3/15/21,21.6
Delaware,3/15/21,20.8
District of Columbia,3/15/21,25.9
Florida,3/15/21,28.1
Georgia,3/15/21,24.6
Hawaii,3/15/21,22.3
Idaho,3/15/21,21.6
Illinois,3/15/21,27.5
Indiana,3/15/21,24.9
Iowa,3/15/21,24.5
Kansas,3/15/21,27.2
Kentucky,3/15/21,30.5
Louisiana,3/15/21,31.9
Maine,3/15/21,28.3
Maryland,3/15/21,24.3
Massachusetts,3/15/21,24.1
Michigan,3/15/21,24.7
Minnesota,3/15/21,23.1
Mississippi,3/15/21,32.1
Missouri,3/15/21,26.2
Montana,3/15/21,21.5
Nebraska,3/15/21,22.9
Nevada,3/15/21,25.4
New Hampshire,3/15/21,21.7
New Jersey,3/15/21,24.9
New Mexico,3/15/21,27.6
New York,3/15/21,24.7
North Carolina,3/15/21,22.2
North Dakota,3/15/21,20
Ohio,3/15/21,30.6
Oklahoma,3/15/21,27.7
Oregon,3/15/21,31.3
Pennsylvania,3/15/21,28.9
Rhode Island,3/15/21,24.1
South Carolina,3/15/21,21.1
South Dakota,3/15/21,15.9
Tennessee,3/15/21,24.6
Texas,3/15/21,25.1
Utah,3/15/21,24
Vermont,3/15/21,20.1
Virginia,3/15/21,25.1
Washington,3/15/21,26.6
West Virginia,3/15/21,31.1
Wisconsin,3/15/21,22.2
Wyoming,3/15/21,26.4
Alabama,3/29/21,24.8
Alaska,3/29/21,26.8
Arizona,3/29/21,25.8
Arkansas,3/29/21,28.4
California,3/29/21,27.3
Colorado,3/29/21,22.5
Connecticut,3/29/21,20.9
Delaware,3/29/21,17.2
District of Columbia,3/29/21,25.2
Florida,3/29/21,24.5
Georgia,3/29/21,25.1
Hawaii,3/29/21,21.1
Idaho,3/29/21,23.1
Illinois,3/29/21,25.5
Indiana,3/29/21,24.6
Iowa,3/29/21,21.9
Kansas,3/29/21,23.3
Kentucky,3/29/21,23.4
Louisiana,3/29/21,30
Maine,3/29/21,23.8
Maryland,3/29/21,22.4
Massachusetts,3/29/21,21.1
Michigan,3/29/21,25
Minnesota,3/29/21,18.2
Mississippi,3/29/21,33.2
Missouri,3/29/21,24.5
Montana,3/29/21,22.6
Nebraska,3/29/21,21.7
Nevada,3/29/21,29.1
New Hampshire,3/29/21,23.3
New Jersey,3/29/21,24.9
New Mexico,3/29/21,26.1
New York,3/29/21,25.4
North Carolina,3/29/21,22.8
North Dakota,3/29/21,18.3
Ohio,3/29/21,23.2
Oklahoma,3/29/21,29.3
Oregon,3/29/21,23.5
Pennsylvania,3/29/21,21.5
Rhode Island,3/29/21,20.8
South Carolina,3/29/21,24.9
South Dakota,3/29/21,17.5
Tennessee,3/29/21,26.8
Texas,3/29/21,25.9
Utah,3/29/21,23.1
Vermont,3/29/21,23
Virginia,3/29/21,22.3
Washington,3/29/21,23.3
West Virginia,3/29/21,30.6
Wisconsin,3/29/21,23.3
Wyoming,3/29/21,24.2
Alabama,4/26/21,24.3
Alaska,4/26/21,23.4
Arizona,4/26/21,25.6
Arkansas,4/26/21,26.3
California,4/26/21,27.2
Colorado,4/26/21,22.7
Connecticut,4/26/21,19.6
Delaware,4/26/21,17.6
District of Columbia,4/26/21,25.6
Florida,4/26/21,25.8
Georgia,4/26/21,26.5
Hawaii,4/26/21,18.9
Idaho,4/26/21,22.3
Illinois,4/26/21,18.3
Indiana,4/26/21,22.6
Iowa,4/26/21,23
Kansas,4/26/21,20.6
Kentucky,4/26/21,28.2
Louisiana,4/26/21,26.7
Maine,4/26/21,13.4
Maryland,4/26/21,21.2
Massachusetts,4/26/21,20
Michigan,4/26/21,22.9
Minnesota,4/26/21,17.5
Mississippi,4/26/21,22.3
Missouri,4/26/21,21.1
Montana,4/26/21,26.4
Nebraska,4/26/21,20.2
Nevada,4/26/21,22.6
New Hampshire,4/26/21,17.7
New Jersey,4/26/21,22.3
New Mexico,4/26/21,22.7
New York,4/26/21,23.3
North Carolina,4/26/21,22.4
North Dakota,4/26/21,23.1
Ohio,4/26/21,19.9
Oklahoma,4/26/21,19.5
Oregon,4/26/21,21.2
Pennsylvania,4/26/21,20.9
Rhode Island,4/26/21,17.1
South Carolina,4/26/21,21.8
South Dakota,4/26/21,16.4
Tennessee,4/26/21,22.4
Texas,4/26/21,25.5
Utah,4/26/21,17.8
Vermont,4/26/21,23.7
Virginia,4/26/21,18.7
Washington,4/26/21,21.9
West Virginia,4/26/21,29.1
Wisconsin,4/26/21,14.9
Wyoming,4/26/21,15.7
Alabama,5/10/21,27.3
Alaska,5/10/21,24.4
Arizona,5/10/21,20.4
Arkansas,5/10/21,27.2
California,5/10/21,23.1
Colorado,5/10/21,21.3
Connecticut,5/10/21,18.2
Delaware,5/10/21,23.1
District of Columbia,5/10/21,21
Florida,5/10/21,25.7
Georgia,5/10/21,23
Hawaii,5/10/21,15.9
Idaho,5/10/21,17.7
Illinois,5/10/21,21.2
Indiana,5/10/21,20.4
Iowa,5/10/21,19.5
Kansas,5/10/21,21.7
Kentucky,5/10/21,25.3
Louisiana,5/10/21,26
Maine,5/10/21,18.9
Maryland,5/10/21,18.4
Massachusetts,5/10/21,19.1
Michigan,5/10/21,20.7
Minnesota,5/10/21,14.9
Mississippi,5/10/21,16.1
Missouri,5/10/21,20.8
Montana,5/10/21,17.8
Nebraska,5/10/21,20.3
Nevada,5/10/21,21.3
New Hampshire,5/10/21,14.6
New Jersey,5/10/21,20.6
New Mexico,5/10/21,20.4
New York,5/10/21,21.2
North Carolina,5/10/21,23.4
North Dakota,5/10/21,16.7
Ohio,5/10/21,23.9
Oklahoma,5/10/21,23.3
Oregon,5/10/21,23.9
Pennsylvania,5/10/21,19.5
Rhode Island,5/10/21,14.9
South Carolina,5/10/21,20.7
South Dakota,5/10/21,19.8
Tennessee,5/10/21,22.3
Texas,5/10/21,23.9
Utah,5/10/21,21
Vermont,5/10/21,20.5
Virginia,5/10/21,19.4
Washington,5/10/21,22.7
West Virginia,5/10/21,24.8
Wisconsin,5/10/21,19.7
Wyoming,5/10/21,16.4
Alabama,5/24/21,22.7
Alaska,5/24/21,20.5
Arizona,5/24/21,19.3
Arkansas,5/24/21,22.1
California,5/24/21,24.7
Colorado,5/24/21,22.8
Connecticut,5/24/21,22.4
Delaware,5/24/21,19.2
District of Columbia,5/24/21,23.8
Florida,5/24/21,21.5
Georgia,5/24/21,20.9
Hawaii,5/24/21,19.7
Idaho,5/24/21,18.9
Illinois,5/24/21,21
Indiana,5/24/21,21.5
Iowa,5/24/21,19.2
Kansas,5/24/21,16.1
Kentucky,5/24/21,20.9
Louisiana,5/24/21,27.6
Maine,5/24/21,15.7
Maryland,5/24/21,18
Massachusetts,5/24/21,19.3
Michigan,5/24/21,16.9
Minnesota,5/24/21,17
Mississippi,5/24/21,23
Missouri,5/24/21,16.3
Montana,5/24/21,17.1
Nebraska,5/24/21,19.1
Nevada,5/24/21,19.4
New Hampshire,5/24/21,20.5
New Jersey,5/24/21,20.4
New Mexico,5/24/21,22.7
New York,5/24/21,23.7
North Carolina,5/24/21,17.9
North Dakota,5/24/21,16.6
Ohio,5/24/21,23.9
Oklahoma,5/24/21,23.3
Oregon,5/24/21,24.2
Pennsylvania,5/24/21,22.3
Rhode Island,5/24/21,17.3
South Carolina,5/24/21,16.9
South Dakota,5/24/21,16.3
Tennessee,5/24/21,25.1
Texas,5/24/21,22.8
Utah,5/24/21,20.6
Vermont,5/24/21,19
Virginia,5/24/21,22.7
Washington,5/24/21,20.2
West Virginia,5/24/21,24
Wisconsin,5/24/21,20.9
Wyoming,5/24/21,21.5
Alabama,6/7/21,21.5
Alaska,6/7/21,17.1
Arizona,6/7/21,21.9
Arkansas,6/7/21,24.1
California,6/7/21,23
Colorado,6/7/21,19.6
Connecticut,6/7/21,16.2
Delaware,6/7/21,21.1
District of Columbia,6/7/21,20.3
Florida,6/7/21,16.9
Georgia,6/7/21,21.8
Hawaii,6/7/21,19.7
Idaho,6/7/21,17.3
Illinois,6/7/21,21.2
Indiana,6/7/21,21
Iowa,6/7/21,19.8
Kansas,6/7/21,18.9
Kentucky,6/7/21,19.5
Louisiana,6/7/21,24.5
Maine,6/7/21,18.3
Maryland,6/7/21,16.5
Massachusetts,6/7/21,18.3
Michigan,6/7/21,17.5
Minnesota,6/7/21,19.5
Mississippi,6/7/21,23.8
Missouri,6/7/21,24.3
Montana,6/7/21,13.6
Nebraska,6/7/21,15.3
Nevada,6/7/21,28.2
New Hampshire,6/7/21,26.3
New Jersey,6/7/21,21.8
New Mexico,6/7/21,23.7
New York,6/7/21,19.9
North Carolina,6/7/21,24.6
North Dakota,6/7/21,18.7
Ohio,6/7/21,20.2
Oklahoma,6/7/21,22.2
Oregon,6/7/21,23
Pennsylvania,6/7/21,20
Rhode Island,6/7/21,17.2
South Carolina,6/7/21,21.7
South Dakota,6/7/21,20.8
Tennessee,6/7/21,19.7
Texas,6/7/21,23.7
Utah,6/7/21,19.1
Vermont,6/7/21,17.8
Virginia,6/7/21,21.3
Washington,6/7/21,22.5
West Virginia,6/7/21,22.3
Wisconsin,6/7/21,13.4
Wyoming,6/7/21,15.9
Alabama,6/21/21,24.5
Alaska,6/21/21,20.3
Arizona,6/21/21,23.3
Arkansas,6/21/21,20.8
California,6/21/21,21.7
Colorado,6/21/21,20.7
Connecticut,6/21/21,19.8
Delaware,6/21/21,20.6
District of Columbia,6/21/21,18.7
Florida,6/21/21,25.7
Georgia,6/21/21,26.5
Hawaii,6/21/21,18.2
Idaho,6/21/21,21.3
Illinois,6/21/21,22.3
Indiana,6/21/21,20.5
Iowa,6/21/21,22.9
Kansas,6/21/21,19.7
Kentucky,6/21/21,22
Louisiana,6/21/21,23.8
Maine,6/21/21,20.1
Maryland,6/21/21,22.6
Massachusetts,6/21/21,16.5
Michigan,6/21/21,18.2
Minnesota,6/21/21,15.8
Mississippi,6/21/21,31.5
Missouri,6/21/21,20.9
Montana,6/21/21,16.2
Nebraska,6/21/21,18.6
Nevada,6/21/21,25.2
New Hampshire,6/21/21,13.2
New Jersey,6/21/21,20.3
New Mexico,6/21/21,27.5
New York,6/21/21,20
North Carolina,6/21/21,18.7
North Dakota,6/21/21,19.3
Ohio,6/21/21,20.6
Oklahoma,6/21/21,27.3
Oregon,6/21/21,20.8
Pennsylvania,6/21/21,19.7
Rhode Island,6/21/21,19.9
South Carolina,6/21/21,21.8
South Dakota,6/21/21,15.6
Tennessee,6/21/21,21.6
Texas,6/21/21,23.7
Utah,6/21/21,20.7
Vermont,6/21/21,16.5
Virginia,6/21/21,20.6
Washington,6/21/21,21.3
West Virginia,6/21/21,21.3
Wisconsin,6/21/21,15.1
Wyoming,6/21/21,20.9
Alabama,7/5/21,25.3
Alaska,7/5/21,17.9
Arizona,7/5/21,27.2
Arkansas,7/5/21,17.4
California,7/5/21,22.6
Colorado,7/5/21,18.6
Connecticut,7/5/21,18.1
Delaware,7/5/21,17.4
District of Columbia,7/5/21,20.3
Florida,7/5/21,19.1
Georgia,7/5/21,23.3
Hawaii,7/5/21,28.2
Idaho,7/5/21,20.7
Illinois,7/5/21,16
Indiana,7/5/21,21.1
Iowa,7/5/21,15.4
Kansas,7/5/21,16.9
Kentucky,7/5/21,26.2
Louisiana,7/5/21,21.9
Maine,7/5/21,15.1
Maryland,7/5/21,21.3
Massachusetts,7/5/21,18.8
Michigan,7/5/21,22.1
Minnesota,7/5/21,15.6
Mississippi,7/5/21,24.4
Missouri,7/5/21,21.1
Montana,7/5/21,16.1
Nebraska,7/5/21,17.7
Nevada,7/5/21,26.2
New Hampshire,7/5/21,19.3
New Jersey,7/5/21,14.4
New Mexico,7/5/21,29.6
New York,7/5/21,18.6
North Carolina,7/5/21,22.7
North Dakota,7/5/21,16.9
Ohio,7/5/21,22.1
Oklahoma,7/5/21,26.8
Oregon,7/5/21,25.3
Pennsylvania,7/5/21,19.1
Rhode Island,7/5/21,19.7
South Carolina,7/5/21,25.3
South Dakota,7/5/21,21.4
Tennessee,7/5/21,23.1
Texas,7/5/21,22.4
Utah,7/5/21,18.8
Vermont,7/5/21,11.5
Virginia,7/5/21,17.1
Washington,7/5/21,18.8
West Virginia,7/5/21,24.8
Wisconsin,7/5/21,17.2
Wyoming,7/5/21,21.3
Alabama,8/2/21,25.3
Alaska,8/2/21,25.2
Arizona,8/2/21,22.4
Arkansas,8/2/21,24.5
California,8/2/21,24.2
Colorado,8/2/21,19.9
Connecticut,8/2/21,18.7
Delaware,8/2/21,26.1
District of Columbia,8/2/21,23
Florida,8/2/21,22.2
Georgia,8/2/21,27.3
Hawaii,8/2/21,17.9
Idaho,8/2/21,19.4
Illinois,8/2/21,20.5
Indiana,8/2/21,23.2
Iowa,8/2/21,19.7
Kansas,8/2/21,19.1
Kentucky,8/2/21,24.1
Louisiana,8/2/21,31.3
Maine,8/2/21,17.2
Maryland,8/2/21,18.3
Massachusetts,8/2/21,19.4
Michigan,8/2/21,20.6
Minnesota,8/2/21,17.5
Mississippi,8/2/21,28.6
Missouri,8/2/21,22.3
Montana,8/2/21,16.8
Nebraska,8/2/21,17
Nevada,8/2/21,29.3
New Hampshire,8/2/21,16.8
New Jersey,8/2/21,17.7
New Mexico,8/2/21,23.5
New York,8/2/21,16.3
North Carolina,8/2/21,18.7
North Dakota,8/2/21,16.1
Ohio,8/2/21,23.2
Oklahoma,8/2/21,28.2
Oregon,8/2/21,21.7
Pennsylvania,8/2/21,20.2
Rhode Island,8/2/21,23.5
South Carolina,8/2/21,20.7
South Dakota,8/2/21,17.5
Tennessee,8/2/21,20.5
Texas,8/2/21,26.6
Utah,8/2/21,24
Vermont,8/2/21,22.5
Virginia,8/2/21,20.3
Washington,8/2/21,25.5
West Virginia,8/2/21,25.4
Wisconsin,8/2/21,19.3
Wyoming,8/2/21,21.7
Alabama,8/16/21,21.1
Alaska,8/16/21,20.2
Arizona,8/16/21,24.9
Arkansas,8/16/21,24.9
California,8/16/21,21.3
Colorado,8/16/21,21.1
Connecticut,8/16/21,16
Delaware,8/16/21,19
District of Columbia,8/16/21,23.2
Florida,8/16/21,21.7
Georgia,8/16/21,24.9
Hawaii,8/16/21,23.6
Idaho,8/16/21,21.4
Illinois,8/16/21,20
Indiana,8/16/21,18.5
Iowa,8/16/21,17.4
Kansas,8/16/21,18.5
Kentucky,8/16/21,23.9
Louisiana,8/16/21,30.4
Maine,8/16/21,19
Maryland,8/16/21,20.2
Massachusetts,8/16/21,20.8
Michigan,8/16/21,20.9
Minnesota,8/16/21,17.7
Mississippi,8/16/21,20.9
Missouri,8/16/21,25
Montana,8/16/21,23
Nebraska,8/16/21,21.2
Nevada,8/16/21,25.2
New Hampshire,8/16/21,20.8
New Jersey,8/16/21,17.8
New Mexico,8/16/21,23.8
New York,8/16/21,17.7
North Carolina,8/16/21,18.4
North Dakota,8/16/21,13.1
Ohio,8/16/21,21
Oklahoma,8/16/21,31.2
Oregon,8/16/21,20.3
Pennsylvania,8/16/21,23.9
Rhode Island,8/16/21,21.5
South Carolina,8/16/21,21.5
South Dakota,8/16/21,14.4
Tennessee,8/16/21,22.9
Texas,8/16/21,22.6
Utah,8/16/21,21.4
Vermont,8/16/21,17.8
Virginia,8/16/21,20.1
Washington,8/16/21,21.4
West Virginia,8/16/21,23.1
Wisconsin,8/16/21,18.8
Wyoming,8/16/21,18.8
Alabama,8/30/21,28.4
Alaska,8/30/21,25
Arizona,8/30/21,25.5
Arkansas,8/30/21,25.1
California,8/30/21,22.9
Colorado,8/30/21,19.5
Connecticut,8/30/21,19.2
Delaware,8/30/21,18.9
District of Columbia,8/30/21,21.2
Florida,8/30/21,23.9
Georgia,8/30/21,23.5
Hawaii,8/30/21,22.5
Idaho,8/30/21,17.8
Illinois,8/30/21,20.3
Indiana,8/30/21,21.3
Iowa,8/30/21,20.1
Kansas,8/30/21,19.4
Kentucky,8/30/21,23.1
Louisiana,8/30/21,27.6
Maine,8/30/21,20
Maryland,8/30/21,21.4
Massachusetts,8/30/21,20.9
Michigan,8/30/21,21.1
Minnesota,8/30/21,20.4
Mississippi,8/30/21,24.1
Missouri,8/30/21,22.5
Montana,8/30/21,17.6
Nebraska,8/30/21,19.2
Nevada,8/30/21,27.2
New Hampshire,8/30/21,17.2
New Jersey,8/30/21,17.9
New Mexico,8/30/21,20.7
New York,8/30/21,19.1
North Carolina,8/30/21,26.2
North Dakota,8/30/21,25.3
Ohio,8/30/21,27.4
Oklahoma,8/30/21,26.2
Oregon,8/30/21,24.2
Pennsylvania,8/30/21,25.1
Rhode Island,8/30/21,19.5
South Carolina,8/30/21,26.2
South Dakota,8/30/21,18.3
Tennessee,8/30/21,28.3
Texas,8/30/21,22.5
Utah,8/30/21,24.2
Vermont,8/30/21,16.8
Virginia,8/30/21,16.8
Washington,8/30/21,23.7
