group,period_end,value
Wyoming,11/9/20,30
Alabama,11/23/20,40.1
Alaska,11/23/20,40.3
Arizona,11/23/20,39.2
Arkansas,11/23/20,39
California,11/23/20,39
Colorado,11/23/20,42.2
Connecticut,11/23/20,33.5
Delaware,11/23/20,31.9
District of Columbia,11/23/20,35.3
Florida,11/23/20,33.9
Georgia,11/23/20,34.8
Hawaii,11/23/20,28.4
Idaho,11/23/20,32.9
Illinois,11/23/20,37.4
Indiana,11/23/20,34.1
Iowa,11/23/20,32.9
Kansas,11/23/20,34.9
Kentucky,11/23/20,32.4
Louisiana,11/23/20,38.4
Maine,11/23/20,35
Maryland,11/23/20,36.1
Massachusetts,11/23/20,37.5
Michigan,11/23/20,35.2
Minnesota,11/23/20,37.5
Mississippi,11/23/20,37.7
Missouri,11/23/20,33.3
Montana,11/23/20,39.9
Nebraska,11/23/20,34.9
Nevada,11/23/20,43.2
New Hampshire,11/23/20,33.8
New Jersey,11/23/20,36.2
New Mexico,11/23/20,42.6
New York,11/23/20,36.6
North Carolina,11/23/20,38.3
North Dakota,11/23/20,32.6
Ohio,11/23/20,38.1
Oklahoma,11/23/20,42
Oregon,11/23/20,40.8
Pennsylvania,11/23/20,34.9
Rhode Island,11/23/20,37.8
South Carolina,11/23/20,36.4
South Dakota,11/23/20,34.7
Tennessee,11/23/20,38.2
Texas,11/23/20,42.3
Utah,11/23/20,38
Vermont,11/23/20,36.2
Virginia,11/23/20,34.3
Washington,11/23/20,36.3
West Virginia,11/23/20,36.6
Wisconsin,11/23/20,31.4
Wyoming,11/23/20,35.8
Alabama,12/7/20,32.5
Alaska,12/7/20,36.8
Arizona,12/7/20,33.6
Arkansas,12/7/20,37.2
California,12/7/20,36.8
Colorado,12/7/20,37.8
Connecticut,12/7/20,36.6
Delaware,12/7/20,33.5
District of Columbia,12/7/20,35.8
Florida,12/7/20,36.3
Georgia,12/7/20,36
Hawaii,12/7/20,35.1
Idaho,12/7/20,34
Illinois,12/7/20,37.6
Indiana,12/7/20,37.7
Iowa,12/7/20,31
Kansas,12/7/20,31.9
Kentucky,12/7/20,40.2
Louisiana,12/7/20,43.1
Maine,12/7/20,32.4
Maryland,12/7/20,34.2
Massachusetts,12/7/20,34.5
Michigan,12/7/20,34.7
Minnesota,12/7/20,34.5
Mississippi,12/7/20,37.1
Missouri,12/7/20,35.2
Montana,12/7/20,35.9
Nebraska,12/7/20,35
Nevada,12/7/20,42.4
New Hampshire,12/7/20,37.3
New Jersey,12/7/20,36.7
New Mexico,12/7/20,42.6
New York,12/7/20,35.3
North Carolina,12/7/20,32.9
North Dakota,12/7/20,28.9
Ohio,12/7/20,35.4
Oklahoma,12/7/20,38.7
Oregon,12/7/20,38.6
Pennsylvania,12/7/20,38.1
Rhode Island,12/7/20,37.4
South Carolina,12/7/20,30.4
South Dakota,12/7/20,27.5
Tennessee,12/7/20,34.2
Texas,12/7/20,38.8
Utah,12/7/20,37.3
Vermont,12/7/20,37.8
Virginia,12/7/20,33.5
Washington,12/7/20,37.5
West Virginia,12/7/20,40.6
Wisconsin,12/7/20,30.1
Wyoming,12/7/20,38.7
Alabama,12/21/20,39.1
Alaska,12/21/20,37.7
Arizona,12/21/20,34.7
Arkansas,12/21/20,38.5
California,12/21/20,38.9
Colorado,12/21/20,39.4
Connecticut,12/21/20,35.6
Delaware,12/21/20,35.3
District of Columbia,12/21/20,34.4
Florida,12/21/20,37.7
Georgia,12/21/20,40.3
Hawaii,12/21/20,29.8
Idaho,12/21/20,37.9
Illinois,12/21/20,35.7
Indiana,12/21/20,34.2
Iowa,12/21/20,34.5
Kansas,12/21/20,35.9
Kentucky,12/21/20,37.9
Louisiana,12/21/20,45.5
Maine,12/21/20,33.8
Maryland,12/21/20,34.7
Massachusetts,12/21/20,37.5
Michigan,12/21/20,40.7
Minnesota,12/21/20,31.7
Mississippi,12/21/20,35.3
Missouri,12/21/20,35.7
Montana,12/21/20,36.6
Nebraska,12/21/20,27.9
Nevada,12/21/20,39.5
New Hampshire,12/21/20,32.2
New Jersey,12/21/20,34.8
New Mexico,12/21/20,42.4
New York,12/21/20,33.3
North Carolina,12/21/20,32.1
North Dakota,12/21/20,27.4
Ohio,12/21/20,38.1
Oklahoma,12/21/20,44.2
Oregon,12/21/20,41.6
Pennsylvania,12/21/20,34.1
Rhode Island,12/21/20,32.9
South Carolina,12/21/20,37.2
South Dakota,12/21/20,28.3
Tennessee,12/21/20,36.2
Texas,12/21/20,38
Utah,12/21/20,34.6
Vermont,12/21/20,38
Virginia,12/21/20,35.9
Washington,12/21/20,36.8
West Virginia,12/21/20,39.5
Wisconsin,12/21/20,35.4
Wyoming,12/21/20,33.6
Alabama,1/18/21,36.8
Alaska,1/18/21,36.2
Arizona,1/18/21,33.5
Arkansas,1/18/21,37.6
California,1/18/21,39.9
Colorado,1/18/21,36.6
Connecticut,1/18/21,35.3
Delaware,1/18/21,34.7
District of Columbia,1/18/21,34.4
Florida,1/18/21,33.7
Georgia,1/18/21,37.3
Hawaii,1/18/21,34.4
Idaho,1/18/21,34
Illinois,1/18/21,35.6
Indiana,1/18/21,32.8
Iowa,1/18/21,31.1
Kansas,1/18/21,33.9
Kentucky,1/18/21,35.8
Louisiana,1/18/21,38.4
Maine,1/18/21,34.8
Maryland,1/18/21,32.9
Massachusetts,1/18/21,34.9
Michigan,1/18/21,38.6
Minnesota,1/18/21,30.8
Mississippi,1/18/21,49.2
Missouri,1/18/21,36.4
Montana,1/18/21,32.3
Nebraska,1/18/21,31.7
Nevada,1/18/21,34.9
New Hampshire,1/18/21,33.7
New Jersey,1/18/21,34.2
New Mexico,1/18/21,33.6
New York,1/18/21,33.8
North Carolina,1/18/21,38.8
North Dakota,1/18/21,30.9
Ohio,1/18/21,34.4
Oklahoma,1/18/21,37.8
Oregon,1/18/21,39.2
Pennsylvania,1/18/21,34.6
Rhode Island,1/18/21,39.4
South Carolina,1/18/21,35.9
South Dakota,1/18/21,29.2
Tennessee,1/18/21,34.4
Texas,1/18/21,33.9
Utah,1/18/21,38.5
Vermont,1/18/21,30.6
Virginia,1/18/21,37.1
Washington,1/18/21,37.9
West Virginia,1/18/21,41.6
Wisconsin,1/18/21,31.4
Wyoming,1/18/21,35.1
Alabama,2/1/21,36.6
Alaska,2/1/21,37.1
Arizona,2/1/21,36.9
Arkansas,2/1/21,35.1
California,2/1/21,39.7
Colorado,2/1/21,37.7
Connecticut,2/1/21,35.8
Delaware,2/1/21,27.1
District of Columbia,2/1/21,37.5
Florida,2/1/21,35.3
Georgia,2/1/21,39
Hawaii,2/1/21,31.2
Idaho,2/1/21,32
Illinois,2/1/21,32.3
Indiana,2/1/21,36.8
Iowa,2/1/21,31.8
Kansas,2/1/21,32.1
Kentucky,2/1/21,37.6
Louisiana,2/1/21,43.4
Maine,2/1/21,34.2
Maryland,2/1/21,34.7
Massachusetts,2/1/21,36
Michigan,2/1/21,32.9
Minnesota,2/1/21,32.1
Mississippi,2/1/21,35.8
Missouri,2/1/21,33.6
Montana,2/1/21,30.5
Nebraska,2/1/21,28.7
Nevada,2/1/21,37.4
New Hampshire,2/1/21,32.5
New Jersey,2/1/21,35.3
New Mexico,2/1/21,35.8
New York,2/1/21,32.3
North Carolina,2/1/21,39.2
North Dakota,2/1/21,23.8
Ohio,2/1/21,36.4
Oklahoma,2/1/21,43.4
Oregon,2/1/21,36.5
Pennsylvania,2/1/21,35.1
Rhode Island,2/1/21,35.1
South Carolina,2/1/21,32.8
South Dakota,2/1/21,25.8
Tennessee,2/1/21,38.5
Texas,2/1/21,38.5
Utah,2/1/21,35.9
Vermont,2/1/21,32.4
Virginia,2/1/21,32.7
Washington,2/1/21,41
West Virginia,2/1/21,34.7
Wisconsin,2/1/21,30
Wyoming,2/1/21,32.5
Alabama,2/15/21,35.1
Alaska,2/15/21,33
Arizona,2/15/21,32.8
Arkansas,2/15/21,38.1
California,2/15/21,35.7
Colorado,2/15/21,30.7
Connecticut,2/15/21,34.3
Delaware,2/15/21,33
District of Columbia,2/15/21,34.7
Florida,2/15/21,34.4
Georgia,2/15/21,30.7
Hawaii,2/15/21,26.9
Idaho,2/15/21,30.5
Illinois,2/15/21,30.7
Indiana,2/15/21,32.7
Iowa,2/15/21,30
Kansas,2/15/21,29.3
Kentucky,2/15/21,30.8
Louisiana,2/15/21,36.9
Maine,2/15/21,32.5
Maryland,2/15/21,33.8
Massachusetts,2/15/21,34.4
Michigan,2/15/21,34.4
Minnesota,2/15/21,26.9
Mississippi,2/15/21,38.6
Missouri,2/15/21,33
Montana,2/15/21,25
Nebraska,2/15/21,30.7
Nevada,2/15/21,39
New Hampshire,2/15/21,29.3
New Jersey,2/15/21,34.3
New Mexico,2/15/21,37.2
New York,2/15/21,36
North Carolina,2/15/21,33.8
North Dakota,2/15/21,30.7
Ohio,2/15/21,31.2
Oklahoma,2/15/21,33.1
Oregon,2/15/21,39.8
Pennsylvania,2/15/21,29.7
Rhode Island,2/15/21,31.3
South Carolina,2/15/21,34.7
South Dakota,2/15/21,29.6
Tennessee,2/15/21,35.5
Texas,2/15/21,34.8
Utah,2/15/21,35.6
Vermont,2/15/21,36
Virginia,2/15/21,33.3
Washington,2/15/21,36.4
West Virginia,2/15/21,37.2
Wisconsin,2/15/21,32.2
Wyoming,2/15/21,25.1
Alabama,3/1/21,30
Alaska,3/1/21,31.9
Arizona,3/1/21,31.6
Arkansas,3/1/21,33.7
California,3/1/21,35.9
Colorado,3/1/21,31.8
Connecticut,3/1/21,35.8
Delaware,3/1/21,30.3
District of Columbia,3/1/21,34.5
Florida,3/1/21,32.2
Georgia,3/1/21,34.7
Hawaii,3/1/21,31.9
Idaho,3/1/21,30.2
Illinois,3/1/21,34.2
Indiana,3/1/21,33.9
Iowa,3/1/21,29.1
Kansas,3/1/21,27.6
Kentucky,3/1/21,40.1
Louisiana,3/1/21,39
Maine,3/1/21,33.4
Maryland,3/1/21,32.3
Massachusetts,3/1/21,33.4
Michigan,3/1/21,32.7
Minnesota,3/1/21,25
Mississippi,3/1/21,40.5
Missouri,3/1/21,34.4
Montana,3/1/21,25.2
Nebraska,3/1/21,21.4
Nevada,3/1/21,40.9
New Hampshire,3/1/21,26.6
New Jersey,3/1/21,33.1
New Mexico,3/1/21,33.5
New York,3/1/21,32.7
North Carolina,3/1/21,33
North Dakota,3/1/21,25.3
Ohio,3/1/21,33.7
Oklahoma,3/1/21,36.1
Oregon,3/1/21,35.5
Pennsylvania,3/1/21,32.6
Rhode Island,3/1/21,32.8
South Carolina,3/1/21,27.9
South Dakota,3/1/21,26.8
Tennessee,3/1/21,37.6
Texas,3/1/21,34.8
Utah,3/1/21,32.4
Vermont,3/1/21,29
Virginia,3/1/21,31.9
Washington,3/1/21,34.2
West Virginia,3/1/21,33.3
Wisconsin,3/1/21,26.4
Wyoming,3/1/21,33.2
Alabama,3/15/21,33.1
Alaska,3/15/21,32.2
Arizona,3/15/21,31.7
Arkansas,3/15/21,39.2
California,3/15/21,33
Colorado,3/15/21,37.1
Connecticut,3/15/21,27.9
Delaware,3/15/21,28.4
District of Columbia,3/15/21,35.3
Florida,3/15/21,32.7
Georgia,3/15/21,27.1
Hawaii,3/15/21,26.8
Idaho,3/15/21,30.9
Illinois,3/15/21,30
Indiana,3/15/21,29.2
Iowa,3/15/21,27.2
Kansas,3/15/21,29.4
Kentucky,3/15/21,33.4
Louisiana,3/15/21,35.7
Maine,3/15/21,37.4
Maryland,3/15/21,31.5
Massachusetts,3/15/21,29.5
Michigan,3/15/21,31.9
Minnesota,3/15/21,26.8
Mississippi,3/15/21,29.5
Missouri,3/15/21,33.3
Montana,3/15/21,26.7
Nebraska,3/15/21,27.2
Nevada,3/15/21,29.5
New Hampshire,3/15/21,31.6
New Jersey,3/15/21,31.5
New Mexico,3/15/21,35
New York,3/15/21,31.4
North Carolina,3/15/21,30.1
North Dakota,3/15/21,23.3
Ohio,3/15/21,33.7
Oklahoma,3/15/21,32.5
Oregon,3/15/21,36.2
Pennsylvania,3/15/21,33.1
Rhode Island,3/15/21,34.4
South Carolina,3/15/21,26.2
South Dakota,3/15/21,21.1
Tennessee,3/15/21,30.4
Texas,3/15/21,30.8
Utah,3/15/21,27.1
Vermont,3/15/21,30.7
Virginia,3/15/21,28.6
Washington,3/15/21,32.5
West Virginia,3/15/21,40.6
Wisconsin,3/15/21,26.5
Wyoming,3/15/21,31.9
Alabama,3/29/21,29.8
Alaska,3/29/21,30.4
Arizona,3/29/21,30.4
Arkansas,3/29/21,31.9
California,3/29/21,34
Colorado,3/29/21,30.3
Connecticut,3/29/21,28.2
Delaware,3/29/21,26.1
District of Columbia,3/29/21,31.9
Florida,3/29/21,28.8
Georgia,3/29/21,34
Hawaii,3/29/21,23.1
Idaho,3/29/21,24.7
Illinois,3/29/21,31.1
Indiana,3/29/21,28.3
Iowa,3/29/21,25.5
Kansas,3/29/21,27.2
Kentucky,3/29/21,27.9
Louisiana,3/29/21,31
Maine,3/29/21,29.4
Maryland,3/29/21,26.2
Massachusetts,3/29/21,26.6
Michigan,3/29/21,31.4
Minnesota,3/29/21,25.8
Mississippi,3/29/21,37
Missouri,3/29/21,28.6
Montana,3/29/21,28
Nebraska,3/29/21,26.5
Nevada,3/29/21,35.4
New Hampshire,3/29/21,28
New Jersey,3/29/21,29.1
New Mexico,3/29/21,33.3
New York,3/29/21,32.3
North Carolina,3/29/21,28.7
North Dakota,3/29/21,24.5
Ohio,3/29/21,26.7
Oklahoma,3/29/21,35.5
Oregon,3/29/21,30.5
Pennsylvania,3/29/21,29.8
Rhode Island,3/29/21,33.2
South Carolina,3/29/21,27.7
South Dakota,3/29/21,21.2
Tennessee,3/29/21,31.9
Texas,3/29/21,30.3
Utah,3/29/21,25.8
Vermont,3/29/21,27.9
Virginia,3/29/21,26.3
Washington,3/29/21,29.7
West Virginia,3/29/21,36.7
Wisconsin,3/29/21,25.9
Wyoming,3/29/21,30.1
Alabama,4/26/21,29.8
Alaska,4/26/21,26.8
Arizona,4/26/21,30.3
Arkansas,4/26/21,26.1
California,4/26/21,30.5
Colorado,4/26/21,25.9
Connecticut,4/26/21,27.3
Delaware,4/26/21,21.8
District of Columbia,4/26/21,31.2
Florida,4/26/21,30.2
Georgia,4/26/21,27.9
Hawaii,4/26/21,24.5
Idaho,4/26/21,23.4
Illinois,4/26/21,25.1
Indiana,4/26/21,29.7
Iowa,4/26/21,24
Kansas,4/26/21,24
Kentucky,4/26/21,29
Louisiana,4/26/21,31
Maine,4/26/21,22.7
Maryland,4/26/21,27.5
Massachusetts,4/26/21,27.9
Michigan,4/26/21,28.1
Minnesota,4/26/21,20.1
Mississippi,4/26/21,24.4
Missouri,4/26/21,28.9
Montana,4/26/21,30.4
Nebraska,4/26/21,25.6
Nevada,4/26/21,27.4
New Hampshire,4/26/21,23.3
New Jersey,4/26/21,27.6
New Mexico,4/26/21,27.4
New York,4/26/21,26.9
North Carolina,4/26/21,26.7
North Dakota,4/26/21,26.8
Ohio,4/26/21,21.7
Oklahoma,4/26/21,23.5
Oregon,4/26/21,29.6
Pennsylvania,4/26/21,24.8
Rhode Island,4/26/21,23
South Carolina,4/26/21,24.9
South Dakota,4/26/21,22.2
Tennessee,4/26/21,26.8
Texas,4/26/21,30.9
Utah,4/26/21,20.2
Vermont,4/26/21,26
Virginia,4/26/21,22.3
Washington,4/26/21,25.2
West Virginia,4/26/21,35.6
Wisconsin,4/26/21,22.9
Wyoming,4/26/21,16.9
Alabama,5/10/21,28.1
Alaska,5/10/21,29.7
Arizona,5/10/21,25.8
Arkansas,5/10/21,29.9
California,5/10/21,28.5
Colorado,5/10/21,25.7
Connecticut,5/10/21,25.8
Delaware,5/10/21,26.3
District of Columbia,5/10/21,25
Florida,5/10/21,29.2
Georgia,5/10/21,26
Hawaii,5/10/21,20.6
Idaho,5/10/21,23
Illinois,5/10/21,26.6
Indiana,5/10/21,24.3
Iowa,5/10/21,25.2
Kansas,5/10/21,25.7
Kentucky,5/10/21,30.8
Louisiana,5/10/21,30.4
Maine,5/10/21,23.3
Maryland,5/10/21,22.6
Massachusetts,5/10/21,24.3
Michigan,5/10/21,26.3
Minnesota,5/10/21,20.8
Mississippi,5/10/21,19.1
Missouri,5/10/21,26.5
Montana,5/10/21,21.7
Nebraska,5/10/21,28.5
Nevada,5/10/21,24.2
New Hampshire,5/10/21,23.3
New Jersey,5/10/21,23.3
New Mexico,5/10/21,25.4
New York,5/10/21,27.4
North Carolina,5/10/21,29.6
North Dakota,5/10/21,21.7
Ohio,5/10/21,25.8
Oklahoma,5/10/21,29.7
Oregon,5/10/21,27.8
Pennsylvania,5/10/21,23.6
Rhode Island,5/10/21,21.6
South Carolina,5/10/21,25.7
South Dakota,5/10/21,23
Tennessee,5/10/21,25.2
Texas,5/10/21,28.3
Utah,5/10/21,25.8
Vermont,5/10/21,24.6
Virginia,5/10/21,24
Washington,5/10/21,28.3
West Virginia,5/10/21,27.6
Wisconsin,5/10/21,20.5
Wyoming,5/10/21,25.3
Alabama,5/24/21,23.8
Alaska,5/24/21,23.5
Arizona,5/24/21,23
Arkansas,5/24/21,29.8
California,5/24/21,26.5
Colorado,5/24/21,28.2
Connecticut,5/24/21,27.4
Delaware,5/24/21,21.3
District of Columbia,5/24/21,26.6
Florida,5/24/21,25.8
Georgia,5/24/21,26.1
Hawaii,5/24/21,19.9
Idaho,5/24/21,23.9
Illinois,5/24/21,24.5
Indiana,5/24/21,24
Iowa,5/24/21,23.6
Kansas,5/24/21,21.9
Kentucky,5/24/21,27.6
Louisiana,5/24/21,27.6
Maine,5/24/21,22.6
Maryland,5/24/21,24.1
Massachusetts,5/24/21,24.9
Michigan,5/24/21,25.7
Minnesota,5/24/21,20.2
Mississippi,5/24/21,27.9
Missouri,5/24/21,23.4
Montana,5/24/21,23.7
Nebraska,5/24/21,21.5
Nevada,5/24/21,25.9
New Hampshire,5/24/21,19.6
New Jersey,5/24/21,24.1
New Mexico,5/24/21,24.3
New York,5/24/21,27
North Carolina,5/24/21,25
North Dakota,5/24/21,19.6
Ohio,5/24/21,24.4
Oklahoma,5/24/21,29
Oregon,5/24/21,27.9
Pennsylvania,5/24/21,27.5
Rhode Island,5/24/21,20.2
South Carolina,5/24/21,28
South Dakota,5/24/21,17.2
Tennessee,5/24/21,26.9
Texas,5/24/21,26.5
Utah,5/24/21,22.9
Vermont,5/24/21,24.6
Virginia,5/24/21,28.2
Washington,5/24/21,27
West Virginia,5/24/21,26.3
Wisconsin,5/24/21,26
Wyoming,5/24/21,29
Alabama,6/7/21,27.7
Alaska,6/7/21,23.6
Arizona,6/7/21,27.1
Arkansas,6/7/21,26.9
California,6/7/21,26.5
Colorado,6/7/21,26.2
Connecticut,6/7/21,19.7
Delaware,6/7/21,24
District of Columbia,6/7/21,21.5
Florida,6/7/21,24.4
Georgia,6/7/21,26.9
Hawaii,6/7/21,26.6
Idaho,6/7/21,22.3
Illinois,6/7/21,25.1
Indiana,6/7/21,24.7
Iowa,6/7/21,23.9
Kansas,6/7/21,21.8
Kentucky,6/7/21,23
Louisiana,6/7/21,31.8
Maine,6/7/21,23.2
Maryland,6/7/21,22.5
Massachusetts,6/7/21,23.9
Michigan,6/7/21,19.8
Minnesota,6/7/21,22.3
Mississippi,6/7/21,27.6
Missouri,6/7/21,29.3
Montana,6/7/21,17.7
Nebraska,6/7/21,17.8
Nevada,6/7/21,30.7
New Hampshire,6/7/21,28.8
New Jersey,6/7/21,26.5
New Mexico,6/7/21,28.6
New York,6/7/21,22.9
North Carolina,6/7/21,26.7
North Dakota,6/7/21,22.6
Ohio,6/7/21,25.4
Oklahoma,6/7/21,26.5
Oregon,6/7/21,28.9
Pennsylvania,6/7/21,25.8
Rhode Island,6/7/21,22.2
South Carolina,6/7/21,26.5
South Dakota,6/7/21,21.1
Tennessee,6/7/21,25.2
Texas,6/7/21,28
Utah,6/7/21,25.2
Vermont,6/7/21,23.1
Virginia,6/7/21,24.1
Washington,6/7/21,27.8
West Virginia,6/7/21,27.9
Wisconsin,6/7/21,20
Wyoming,6/7/21,18.5
Alabama,6/21/21,24.4
Alaska,6/21/21,27.1
Arizona,6/21/21,27.2
Arkansas,6/21/21,28.4
California,6/21/21,27.2
Colorado,6/21/21,23.9
Connecticut,6/21/21,28.1
Delaware,6/21/21,26.4
District of Columbia,6/21/21,22.4
Florida,6/21/21,31.7
Georgia,6/21/21,24.8
Hawaii,6/21/21,22.2
Idaho,6/21/21,26.1
Illinois,6/21/21,22.5
Indiana,6/21/21,24.3
Iowa,6/21/21,28.7
Kansas,6/21/21,19.9
Kentucky,6/21/21,30.1
Louisiana,6/21/21,31.7
Maine,6/21/21,24.6
Maryland,6/21/21,26.9
Massachusetts,6/21/21,22.4
Michigan,6/21/21,24.1
Minnesota,6/21/21,22.5
Mississippi,6/21/21,31.7
Missouri,6/21/21,28.9
Montana,6/21/21,24
Nebraska,6/21/21,21.8
Nevada,6/21/21,30.1
New Hampshire,6/21/21,19.1
New Jersey,6/21/21,26.9
New Mexico,6/21/21,31.2
New York,6/21/21,25.4
North Carolina,6/21/21,22.8
North Dakota,6/21/21,24.1
Ohio,6/21/21,25.4
Oklahoma,6/21/21,35.7
Oregon,6/21/21,25.1
Pennsylvania,6/21/21,24.9
Rhode Island,6/21/21,28.1
South Carolina,6/21/21,25
South Dakota,6/21/21,17.3
Tennessee,6/21/21,26.8
Texas,6/21/21,26.1
Utah,6/21/21,26.5
Vermont,6/21/21,20.9
Virginia,6/21/21,23.8
Washington,6/21/21,24.8
West Virginia,6/21/21,32.7
Wisconsin,6/21/21,20.7
Wyoming,6/21/21,21.6
Alabama,7/5/21,31
Alaska,7/5/21,24.4
Arizona,7/5/21,27.4
Arkansas,7/5/21,24.1
California,7/5/21,24.7
Colorado,7/5/21,24.1
Connecticut,7/5/21,22.9
Delaware,7/5/21,21.9
District of Columbia,7/5/21,23.2
Florida,7/5/21,22.9
Georgia,7/5/21,24.8
Hawaii,7/5/21,22
Idaho,7/5/21,24.1
Illinois,7/5/21,21.5
Indiana,7/5/21,24.4
Iowa,7/5/21,22.7
Kansas,7/5/21,23.6
Kentucky,7/5/21,28.6
Louisiana,7/5/21,24.4
Maine,7/5/21,19.1
Maryland,7/5/21,25.4
Massachusetts,7/5/21,22.9
Michigan,7/5/21,23.4
Minnesota,7/5/21,17.6
Mississippi,7/5/21,28.5
Missouri,7/5/21,25.1
Montana,7/5/21,23.2
Nebraska,7/5/21,22.7
Nevada,7/5/21,30.8
New Hampshire,7/5/21,25.3
New Jersey,7/5/21,19.1
New Mexico,7/5/21,33
New York,7/5/21,22.4
North Carolina,7/5/21,26.3
North Dakota,7/5/21,22.9
Ohio,7/5/21,25.3
Oklahoma,7/5/21,33.5
Oregon,7/5/21,32.6
Pennsylvania,7/5/21,22.5
Rhode Island,7/5/21,19.1
South Carolina,7/5/21,28
South Dakota,7/5/21,21.7
Tennessee,7/5/21,26.6
Texas,7/5/21,26.8
Utah,7/5/21,24.5
Vermont,7/5/21,23.6
Virginia,7/5/21,22.5
Washington,7/5/21,23.9
West Virginia,7/5/21,29.6
Wisconsin,7/5/21,19.2
Wyoming,7/5/21,22.3
Alabama,8/2/21,29.9
Alaska,8/2/21,30.5
Arizona,8/2/21,27.2
Arkansas,8/2/21,29.6
California,8/2/21,26.9
Colorado,8/2/21,24.4
Connecticut,8/2/21,21.7
Delaware,8/2/21,25.9
District of Columbia,8/2/21,28.2
Florida,8/2/21,27.4
Georgia,8/2/21,30
Hawaii,8/2/21,23.6
Idaho,8/2/21,24.7
Illinois,8/2/21,26.3
Indiana,8/2/21,25.6
Iowa,8/2/21,24.8
Kansas,8/2/21,26
Kentucky,8/2/21,27.9
Louisiana,8/2/21,36
Maine,8/2/21,30.6
Maryland,8/2/21,24.9
Massachusetts,8/2/21,25.3
Michigan,8/2/21,23.8
Minnesota,8/2/21,24.3
Mississippi,8/2/21,28.1
Missouri,8/2/21,26.7
Montana,8/2/21,20.1
Nebraska,8/2/21,21.6
Nevada,8/2/21,32.5
New Hampshire,8/2/21,21.8
New Jersey,8/2/21,21.6
New Mexico,8/2/21,30.1
New York,8/2/21,22.5
North Carolina,8/2/21,23.4
North Dakota,8/2/21,19.9
Ohio,8/2/21,28.2
Oklahoma,8/2/21,34.6
Oregon,8/2/21,27.8
Pennsylvania,8/2/21,24.8
Rhode Island,8/2/21,24.8
South Carolina,8/2/21,29.6
South Dakota,8/2/21,20.5
Tennessee,8/2/21,24.6
Texas,8/2/21,33.9
Utah,8/2/21,27.8
Vermont,8/2/21,23.5
Virginia,8/2/21,26
Washington,8/2/21,30.3
West Virginia,8/2/21,30.8
Wisconsin,8/2/21,23.8
Wyoming,8/2/21,27.8
Alabama,8/16/21,26.3
Alaska,8/16/21,23.8
Arizona,8/16/21,27.5
Arkansas,8/16/21,28.1
California,8/16/21,27.8
Colorado,8/16/21,26.5
Connecticut,8/16/21,22.5
Delaware,8/16/21,29.2
District of Columbia,8/16/21,24.4
Florida,8/16/21,27.8
Georgia,8/16/21,29.4
Hawaii,8/16/21,24.7
Idaho,8/16/21,26.8
Illinois,8/16/21,23.9
Indiana,8/16/21,22.4
Iowa,8/16/21,23.4
Kansas,8/16/21,23.8
Kentucky,8/16/21,27.9
Louisiana,8/16/21,34.9
Maine,8/16/21,22.9
Maryland,8/16/21,25.1
Massachusetts,8/16/21,24.4
Michigan,8/16/21,26.6
Minnesota,8/16/21,21.9
Mississippi,8/16/21,29.6
Missouri,8/16/21,27.9
Montana,8/16/21,25.9
Nebraska,8/16/21,24.2
Nevada,8/16/21,29
New Hampshire,8/16/21,23.2
New Jersey,8/16/21,21.3
New Mexico,8/16/21,29.4
New York,8/16/21,26.8
North Carolina,8/16/21,26.5
North Dakota,8/16/21,20.1
Ohio,8/16/21,23.4
Oklahoma,8/16/21,35.1
Oregon,8/16/21,25.8
Pennsylvania,8/16/21,25.5
Rhode Island,8/16/21,25.7
South Carolina,8/16/21,24.6
South Dakota,8/16/21,19.2
Tennessee,8/16/21,28.9
Texas,8/16/21,28.4
Utah,8/16/21,29.2
Vermont,8/16/21,25.3
Virginia,8/16/21,25.2
Washington,8/16/21,27.9
West Virginia,8/16/21,31.6
Wisconsin,8/16/21,23.7
Wyoming,8/16/21,22.2
Alabama,8/30/21,34.5
Alaska,8/30/21,27.9
Arizona,8/30/21,30.4
Arkansas,8/30/21,32.2
California,8/30/21,26.2
Colorado,8/30/21,27.9
Connecticut,8/30/21,24
Delaware,8/30/21,30
District of Columbia,8/30/21,30
Florida,8/30/21,27.5
Georgia,8/30/21,30.3
Hawaii,8/30/21,26.5
Idaho,8/30/21,25.7
Illinois,8/30/21,24.8
Indiana,8/30/21,27.2
Iowa,8/30/21,24.2
Kansas,8/30/21,25.8
Kentucky,8/30/21,31.5
Louisiana,8/30/21,36.2
Maine,8/30/21,28.8
Maryland,8/30/21,28
Massachusetts,8/30/21,28.2
Michigan,8/30/21,27.2
Minnesota,8/30/21,24.8
Mississippi,8/30/21,27.1
Missouri,8/30/21,27.1
Montana,8/30/21,23.9
Nebraska,8/30/21,24.8
Nevada,8/30/21,32.3
New Hampshire,8/30/21,21.6
New Jersey,8/30/21,27.1
New Mexico,8/30/21,27.1
New York,8/30/21,23.6
North Carolina,8/30/21,30.1
North Dakota,8/30/21,25.5
Ohio,8/30/21,27.9
Oklahoma,8/30/21,31.8
Oregon,8/30/21,31.8
Pennsylvania,8/30/21,31.4
Rhode Island,8/30/21,25.6
South Carolina,8/30/21,25.4
South Dakota,8/30/21,25.2
Tennessee,8/30/21,35.2
Texas,8/30/21,28.3
Utah,8/30/21,29.7
Vermont,8/30/21,25.8
Virginia,8/30/21,24.8
Washington,8/30/21,29.4
West Virginia,8/30/21,29.6
Wisconsin,8/30/21,22.5
