group,period_end,value
Wisconsin,5/24/21,23.6
Wyoming,5/24/21,14.3
Alabama,6/7/21,25.5
Alaska,6/7/21,14
Arizona,6/7/21,19.6
Arkansas,6/7/21,23.9
California,6/7/21,17.1
Colorado,6/7/21,21.5
Connecticut,6/7/21,18
Delaware,6/7/21,16.7
District of Columbia,6/7/21,17
Florida,6/7/21,21.3
Georgia,6/7/21,17.7
Hawaii,6/7/21,12.2
Idaho,6/7/21,24.6
Illinois,6/7/21,22
Indiana,6/7/21,24.1
Iowa,6/7/21,28.5
Kansas,6/7/21,19.8
Kentucky,6/7/21,28.8
Louisiana,6/7/21,27.8
Maine,6/7/21,24.3
Maryland,6/7/21,19.1
Massachusetts,6/7/21,22.8
Michigan,6/7/21,22.3
Minnesota,6/7/21,28.7
Mississippi,6/7/21,19.5
Missouri,6/7/21,23.8
Montana,6/7/21,19.9
Nebraska,6/7/21,20.3
Nevada,6/7/21,17.6
New Hampshire,6/7/21,25.2
New Jersey,6/7/21,19.7
New Mexico,6/7/21,19.4
New York,6/7/21,19.6
North Carolina,6/7/21,24.4
North Dakota,6/7/21,29.5
Ohio,6/7/21,23.3
Oklahoma,6/7/21,25.1
Oregon,6/7/21,24.4
Pennsylvania,6/7/21,23.1
Rhode Island,6/7/21,28.4
South Carolina,6/7/21,25.3
South Dakota,6/7/21,24.9
Tennessee,6/7/21,24
Texas,6/7/21,17.5
Utah,6/7/21,25.4
Vermont,6/7/21,25.6
Virginia,6/7/21,22.9
Washington,6/7/21,21.6
West Virginia,6/7/21,26.3
Wisconsin,6/7/21,19.8
Wyoming,6/7/21,21
Alabama,6/21/21,22.2
Alaska,6/21/21,18.6
Arizona,6/21/21,19.3
Arkansas,6/21/21,25.7
California,6/21/21,16.3
Colorado,6/21/21,20
Connecticut,6/21/21,20.8
Delaware,6/21/21,21.8
District of Columbia,6/21/21,25.1
Florida,6/21/21,19.6
Georgia,6/21/21,20.5
Hawaii,6/21/21,14.4
Idaho,6/21/21,26.3
Illinois,6/21/21,21.6
Indiana,6/21/21,27.6
Iowa,6/21/21,28.1
Kansas,6/21/21,22.1
Kentucky,6/21/21,24.4
Louisiana,6/21/21,29.2
Maine,6/21/21,27.1
Maryland,6/21/21,21.8
Massachusetts,6/21/21,20.6
Michigan,6/21/21,22.4
Minnesota,6/21/21,26.6
Mississippi,6/21/21,22.4
Missouri,6/21/21,23.9
Montana,6/21/21,22.4
Nebraska,6/21/21,21.2
Nevada,6/21/21,17.9
New Hampshire,6/21/21,20.9
New Jersey,6/21/21,18.4
New Mexico,6/21/21,23
New York,6/21/21,16.6
North Carolina,6/21/21,22.5
North Dakota,6/21/21,25.1
Ohio,6/21/21,23.4
Oklahoma,6/21/21,27.5
Oregon,6/21/21,21
Pennsylvania,6/21/21,21.5
Rhode Island,6/21/21,24.9
South Carolina,6/21/21,25
South Dakota,6/21/21,21.2
Tennessee,6/21/21,22.5
Texas,6/21/21,20.5
Utah,6/21/21,26.9
Vermont,6/21/21,24.4
Virginia,6/21/21,19.6
Washington,6/21/21,21
West Virginia,6/21/21,24.9
Wisconsin,6/21/21,20.6
Wyoming,6/21/21,19.5
Alabama,7/5/21,26
Alaska,7/5/21,17.1
Arizona,7/5/21,20.6
Arkansas,7/5/21,23.1
California,7/5/21,16.2
Colorado,7/5/21,20.5
Connecticut,7/5/21,20.3
Delaware,7/5/21,22.5
District of Columbia,7/5/21,19.9
Florida,7/5/21,18
Georgia,7/5/21,21.8
Hawaii,7/5/21,15.9
Idaho,7/5/21,28.4
Illinois,7/5/21,20.5
Indiana,7/5/21,24
Iowa,7/5/21,22.5
Kansas,7/5/21,21.7
Kentucky,7/5/21,24
Louisiana,7/5/21,25
Maine,7/5/21,24.6
Maryland,7/5/21,21.9
Massachusetts,7/5/21,26.3
Michigan,7/5/21,24.3
Minnesota,7/5/21,21.7
Mississippi,7/5/21,21.8
Missouri,7/5/21,25.1
Montana,7/5/21,23.5
Nebraska,7/5/21,25.1
Nevada,7/5/21,16.9
New Hampshire,7/5/21,23.6
New Jersey,7/5/21,18.8
New Mexico,7/5/21,23.1
New York,7/5/21,18
North Carolina,7/5/21,28.1
North Dakota,7/5/21,20.2
Ohio,7/5/21,24.9
Oklahoma,7/5/21,26.6
Oregon,7/5/21,24.2
Pennsylvania,7/5/21,23.9
Rhode Island,7/5/21,25.9
South Carolina,7/5/21,25.3
South Dakota,7/5/21,18.5
Tennessee,7/5/21,24.9
Texas,7/5/21,17.1
Utah,7/5/21,26.9
Vermont,7/5/21,27.2
Virginia,7/5/21,22.6
Washington,7/5/21,23.1
West Virginia,7/5/21,27.2
Wisconsin,7/5/21,20
Wyoming,7/5/21,17
Alabama,8/2/21,26.8
Alaska,8/2/21,25.9
Arizona,8/2/21,21.2
Arkansas,8/2/21,30.6
California,8/2/21,17.8
Colorado,8/2/21,23.6
Connecticut,8/2/21,20.9
Delaware,8/2/21,21.1
District of Columbia,8/2/21,23.6
Florida,8/2/21,21.5
Georgia,8/2/21,24.7
Hawaii,8/2/21,13.1
Idaho,8/2/21,24.4
Illinois,8/2/21,22
Indiana,8/2/21,28.7
Iowa,8/2/21,23.8
Kansas,8/2/21,24.9
Kentucky,8/2/21,24.9
Louisiana,8/2/21,29.1
Maine,8/2/21,26.7
Maryland,8/2/21,19.7
Massachusetts,8/2/21,25.7
Michigan,8/2/21,19.8
Minnesota,8/2/21,29.8
Mississippi,8/2/21,28.7
Missouri,8/2/21,27.4
Montana,8/2/21,23.9
Nebraska,8/2/21,26.2
Nevada,8/2/21,18
New Hampshire,8/2/21,24
New Jersey,8/2/21,20.4
New Mexico,8/2/21,19.9
New York,8/2/21,17.1
North Carolina,8/2/21,26.3
North Dakota,8/2/21,21.8
Ohio,8/2/21,27.6
Oklahoma,8/2/21,28.6
Oregon,8/2/21,24.4
Pennsylvania,8/2/21,23.1
Rhode Island,8/2/21,27.7
South Carolina,8/2/21,22.9
South Dakota,8/2/21,20
Tennessee,8/2/21,21.4
Texas,8/2/21,18.8
Utah,8/2/21,27.9
Vermont,8/2/21,21.1
Virginia,8/2/21,23.6
Washington,8/2/21,21.7
West Virginia,8/2/21,30.4
Wisconsin,8/2/21,25
Wyoming,8/2/21,22.6
Alabama,8/16/21,25.8
Alaska,8/16/21,17.2
Arizona,8/16/21,19.7
Arkansas,8/16/21,24.3
California,8/16/21,15.9
Colorado,8/16/21,22.8
Connecticut,8/16/21,21.5
Delaware,8/16/21,26.1
District of Columbia,8/16/21,18.9
Florida,8/16/21,22.2
Georgia,8/16/21,22.7
Hawaii,8/16/21,10.9
Idaho,8/16/21,23.5
Illinois,8/16/21,22.8
Indiana,8/16/21,26.3
Iowa,8/16/21,26.7
Kansas,8/16/21,25.3
Kentucky,8/16/21,30.8
Louisiana,8/16/21,24.3
Maine,8/16/21,26
Maryland,8/16/21,21
Massachusetts,8/16/21,23.4
Michigan,8/16/21,23.8
Minnesota,8/16/21,25.8
Mississippi,8/16/21,26.2
Missouri,8/16/21,28.6
Montana,8/16/21,20.3
Nebraska,8/16/21,24.4
Nevada,8/16/21,17
New Hampshire,8/16/21,25.7
New Jersey,8/16/21,18.4
New Mexico,8/16/21,22.3
New York,8/16/21,18.1
North Carolina,8/16/21,24.7
North Dakota,8/16/21,22.1
Ohio,8/16/21,23.9
Oklahoma,8/16/21,28.1
Oregon,8/16/21,24.2
Pennsylvania,8/16/21,25.2
Rhode Island,8/16/21,26.7
South Carolina,8/16/21,23.2
South Dakota,8/16/21,23.4
Tennessee,8/16/21,24.7
Texas,8/16/21,19.3
Utah,8/16/21,27.2
Vermont,8/16/21,29.5
Virginia,8/16/21,20.8
Washington,8/16/21,23.3
West Virginia,8/16/21,28.3
Wisconsin,8/16/21,25.1
Wyoming,8/16/21,21.4
Alabama,8/30/21,31.4
Alaska,8/30/21,21.6
Arizona,8/30/21,18.5
Arkansas,8/30/21,27
California,8/30/21,16
Colorado,8/30/21,20.3
Connecticut,8/30/21,22.5
Delaware,8/30/21,18.8
District of Columbia,8/30/21,23
Florida,8/30/21,21.1
Georgia,8/30/21,19.1
Hawaii,8/30/21,13.7
Idaho,8/30/21,22.6
Illinois,8/30/21,20.4
Indiana,8/30/21,26.3
Iowa,8/30/21,30.1
Kansas,8/30/21,23.4
Kentucky,8/30/21,30.1
Louisiana,8/30/21,24.9
Maine,8/30/21,23.5
Maryland,8/30/21,18.6
Massachusetts,8/30/21,24.3
Michigan,8/30/21,21.5
Minnesota,8/30/21,23.8
Mississippi,8/30/21,24.7
Missouri,8/30/21,23.3
Montana,8/30/21,23.3
Nebraska,8/30/21,29
Nevada,8/30/21,16.1
New Hampshire,8/30/21,26.4
New Jersey,8/30/21,18.5
New Mexico,8/30/21,20
New York,8/30/21,16.8
North Carolina,8/30/21,26.6
North Dakota,8/30/21,30.1
Ohio,8/30/21,27.2
Oklahoma,8/30/21,25.7
Oregon,8/30/21,22.5
Pennsylvania,8/30/21,25.2
Rhode Island,8/30/21,24
South Carolina,8/30/21,27.5
South Dakota,8/30/21,26.5
Tennessee,8/30/21,24.9
Texas,8/30/21,17.4
Utah,8/30/21,27.4
Vermont,8/30/21,27.4
Virginia,8/30/21,20.8
Washington,8/30/21,23.7
West Virginia,8/30/21,30.8
Wisconsin,8/30/21,22.7
Wyoming,8/30/21,21.7
Alabama,9/13/21,25.6
Alaska,9/13/21,16.5
Arizona,9/13/21,19
Arkansas,9/13/21,28.3
California,9/13/21,17.2
Colorado,9/13/21,23.7
Connecticut,9/13/21,24.9
Delaware,9/13/21,22.2
District of Columbia,9/13/21,21.3
Florida,9/13/21,21.4
Georgia,9/13/21,20.5
Hawaii,9/13/21,11.8
Idaho,9/13/21,23.9
Illinois,9/13/21,21.5
Indiana,9/13/21,26
Iowa,9/13/21,26.1
Kansas,9/13/21,29
Kentucky,9/13/21,25.8
Louisiana,9/13/21,27.6
Maine,9/13/21,26.7
Maryland,9/13/21,20.1
Massachusetts,9/13/21,27.4
Michigan,9/13/21,25.2
Minnesota,9/13/21,19.7
Mississippi,9/13/21,25.1
Missouri,9/13/21,24.3
Montana,9/13/21,22.5
Nebraska,9/13/21,25.2
Nevada,9/13/21,17.4
New Hampshire,9/13/21,26.5
New Jersey,9/13/21,21
New Mexico,9/13/21,22.7
New York,9/13/21,17.2
North Carolina,9/13/21,25.9
North Dakota,9/13/21,22.3
Ohio,9/13/21,27.2
Oklahoma,9/13/21,23.8
Oregon,9/13/21,24.7
Pennsylvania,9/13/21,24.5
Rhode Island,9/13/21,27.1
South Carolina,9/13/21,26.8
South Dakota,9/13/21,20.3
Tennessee,9/13/21,25
Texas,9/13/21,19.7
Utah,9/13/21,26.6
Vermont,9/13/21,29.3
Virginia,9/13/21,23.5
Washington,9/13/21,22.1
West Virginia,9/13/21,27.7
Wisconsin,9/13/21,24.3
Wyoming,9/13/21,20.6
Alabama,9/27/21,25.6
Alaska,9/27/21,18
Arizona,9/27/21,21
Arkansas,9/27/21,28.5
California,9/27/21,17
Colorado,9/27/21,23.1
Connecticut,9/27/21,22.6
Delaware,9/27/21,19.8
District of Columbia,9/27/21,23.4
Florida,9/27/21,20.7
Georgia,9/27/21,22.9
Hawaii,9/27/21,14.4
Idaho,9/27/21,25.9
Illinois,9/27/21,22.1
Indiana,9/27/21,24.3
Iowa,9/27/21,27.9
Kansas,9/27/21,29.5
Kentucky,9/27/21,28.9
Louisiana,9/27/21,23.3
Maine,9/27/21,27.3
Maryland,9/27/21,21.3
Massachusetts,9/27/21,24
Michigan,9/27/21,23.3
Minnesota,9/27/21,24
Mississippi,9/27/21,24.3
Missouri,9/27/21,30.3
Montana,9/27/21,25.5
Nebraska,9/27/21,21.3
Nevada,9/27/21,20.2
New Hampshire,9/27/21,27.2
New Jersey,9/27/21,16.5
New Mexico,9/27/21,24.9
New York,9/27/21,20.4
North Carolina,9/27/21,24.5
North Dakota,9/27/21,20.9
Ohio,9/27/21,23.4
Oklahoma,9/27/21,26.5
Oregon,9/27/21,25.9
Pennsylvania,9/27/21,25.9
Rhode Island,9/27/21,26.8
South Carolina,9/27/21,26.4
South Dakota,9/27/21,28.8
Tennessee,9/27/21,25.6
Texas,9/27/21,19.5
Utah,9/27/21,25.9
Vermont,9/27/21,25.2
Virginia,9/27/21,19.5
Washington,9/27/21,26.1
West Virginia,9/27/21,30.8
Wisconsin,9/27/21,25.1
Wyoming,9/27/21,22.7
Alabama,10/11/21,28.8
Alaska,10/11/21,21.6
Arizona,10/11/21,23.1
Arkansas,10/11/21,33.6
California,10/11/21,15.4
Colorado,10/11/21,25.6
Connecticut,10/11/21,19.6
Delaware,10/11/21,21.8
District of Columbia,10/11/21,18.3
Florida,10/11/21,17.3
Georgia,10/11/21,22.3
Hawaii,10/11/21,12.7
Idaho,10/11/21,25.4
Illinois,10/11/21,20.7
Indiana,10/11/21,28.2
Iowa,10/11/21,24.1
Kansas,10/11/21,26.2
Kentucky,10/11/21,28.6
Louisiana,10/11/21,30.8
Maine,10/11/21,23.4
Maryland,10/11/21,21.3
Massachusetts,10/11/21,24
Michigan,10/11/21,26
Minnesota,10/11/21,23.2
Mississippi,10/11/21,27
Missouri,10/11/21,27.8
Montana,10/11/21,17.5
Nebraska,10/11/21,25.8
Nevada,10/11/21,15.3
New Hampshire,10/11/21,25.7
New Jersey,10/11/21,20.5
New Mexico,10/11/21,21.8
New York,10/11/21,22.6
North Carolina,10/11/21,26.4
North Dakota,10/11/21,25.9
Ohio,10/11/21,26.2
Oklahoma,10/11/21,26.3
Oregon,10/11/21,26
Pennsylvania,10/11/21,28.3
Rhode Island,10/11/21,26.3
South Carolina,10/11/21,24.1
South Dakota,10/11/21,23.6
Tennessee,10/11/21,24.6
Texas,10/11/21,20.5
Utah,10/11/21,27
Vermont,10/11/21,20.6
Virginia,10/11/21,20.2
Washington,10/11/21,22.3
West Virginia,10/11/21,31.7
Wisconsin,10/11/21,18
Wyoming,10/11/21,27.4
Alabama,12/13/21,22.8
Alaska,12/13/21,14.5
Arizona,12/13/21,21
Arkansas,12/13/21,27.8
California,12/13/21,16.1
Colorado,12/13/21,22.1
Connecticut,12/13/21,23.9
Delaware,12/13/21,20.2
District of Columbia,12/13/21,21.2
Florida,12/13/21,21.1
Georgia,12/13/21,20.1
Hawaii,12/13/21,12.4
Idaho,12/13/21,26.8
Illinois,12/13/21,20.2
Indiana,12/13/21,24
Iowa,12/13/21,28.3
Kansas,12/13/21,25.9
Kentucky,12/13/21,31.7
Louisiana,12/13/21,21.8
Maine,12/13/21,31.2
Maryland,12/13/21,22.1
Massachusetts,12/13/21,22.3
Michigan,12/13/21,22.1
Minnesota,12/13/21,24.9
Mississippi,12/13/21,27
Missouri,12/13/21,28.9
Montana,12/13/21,22.8
Nebraska,12/13/21,24.5
Nevada,12/13/21,15.3
New Hampshire,12/13/21,22.9
New Jersey,12/13/21,15.3
New Mexico,12/13/21,20
New York,12/13/21,20.3
North Carolina,12/13/21,29
North Dakota,12/13/21,28.6
Ohio,12/13/21,24.5
Oklahoma,12/13/21,30.7
Oregon,12/13/21,24.3
Pennsylvania,12/13/21,23.5
Rhode Island,12/13/21,25.2
South Carolina,12/13/21,24.6
South Dakota,12/13/21,18.2
Tennessee,12/13/21,28
Texas,12/13/21,18.6
Utah,12/13/21,28.8
Vermont,12/13/21,22.7
Virginia,12/13/21,25.1
Washington,12/13/21,24.7
West Virginia,12/13/21,34.4
Wisconsin,12/13/21,28.2
Wyoming,12/13/21,20.1
Alabama,1/10/22,24
Alaska,1/10/22,20
Arizona,1/10/22,20.9
Arkansas,1/10/22,29.6
California,1/10/22,19
Colorado,1/10/22,26.3
Connecticut,1/10/22,19.6
Delaware,1/10/22,28.6
District of Columbia,1/10/22,17.2
Florida,1/10/22,20.6
Georgia,1/10/22,18.7
Hawaii,1/10/22,14.3
Idaho,1/10/22,23
Illinois,1/10/22,20.4
Indiana,1/10/22,26.3
Iowa,1/10/22,27.6
Kansas,1/10/22,26.1
Kentucky,1/10/22,30.2
Louisiana,1/10/22,28.7
Maine,1/10/22,23.4
Maryland,1/10/22,20.1
Massachusetts,1/10/22,23
Michigan,1/10/22,23.6
Minnesota,1/10/22,26.2
Mississippi,1/10/22,21.9
Missouri,1/10/22,27.6
Montana,1/10/22,28.6
Nebraska,1/10/22,27.4
Nevada,1/10/22,19.1
New Hampshire,1/10/22,26.5
New Jersey,1/10/22,16.9
New Mexico,1/10/22,24.3
New York,1/10/22,18.2
North Carolina,1/10/22,17.7
North Dakota,1/10/22,25.3
Ohio,1/10/22,23
Oklahoma,1/10/22,26
Oregon,1/10/22,25.1
Pennsylvania,1/10/22,24.2
Rhode Island,1/10/22,24.5
South Carolina,1/10/22,24.9
South Dakota,1/10/22,27.3
Tennessee,1/10/22,26.6
Texas,1/10/22,22.2
Utah,1/10/22,27.8
Vermont,1/10/22,30.4
Virginia,1/10/22,23.2
Washington,1/10/22,23.3
West Virginia,1/10/22,30.9
Wisconsin,1/10/22,24.5
Wyoming,1/10/22,18.5
Alabama,2/7/22,28.4
Alaska,2/7/22,14.8
Arizona,2/7/22,22.1
Arkansas,2/7/22,29.7
California,2/7/22,16.9
Colorado,2/7/22,18.7
Connecticut,2/7/22,24.1
Delaware,2/7/22,26.2
District of Columbia,2/7/22,18.6
Florida,2/7/22,18.3
Georgia,2/7/22,20.5
Hawaii,2/7/22,11.8
Idaho,2/7/22,20.5
Illinois,2/7/22,21.4
Indiana,2/7/22,28.4
Iowa,2/7/22,27.2
Kansas,2/7/22,23.3
Kentucky,2/7/22,28.5
Louisiana,2/7/22,24.6
Maine,2/7/22,30.7
Maryland,2/7/22,22.5
Massachusetts,2/7/22,22.1
Michigan,2/7/22,27.2
Minnesota,2/7/22,25.2
Mississippi,2/7/22,21
Missouri,2/7/22,26.2
Montana,2/7/22,22.8
Nebraska,2/7/22,24.2
Nevada,2/7/22,16.4
New Hampshire,2/7/22,27.7
New Jersey,2/7/22,21.5
New Mexico,2/7/22,21.9
New York,2/7/22,18.6
North Carolina,2/7/22,24.5
North Dakota,2/7/22,25.1
Ohio,2/7/22,24.4
Oklahoma,2/7/22,25.2
Oregon,2/7/22,23.2
Pennsylvania,2/7/22,28.2
Rhode Island,2/7/22,24.9
South Carolina,2/7/22,24.2
South Dakota,2/7/22,26.5
Tennessee,2/7/22,24
Texas,2/7/22,20.6
Utah,2/7/22,26.5
Vermont,2/7/22,26.3
Virginia,2/7/22,20.2
Washington,2/7/22,19.7
West Virginia,2/7/22,37
Wisconsin,2/7/22,25
Wyoming,2/7/22,18.8
Alabama,3/14/22,26.3
Alaska,3/14/22,19.2
Arizona,3/14/22,21.3
Arkansas,3/14/22,27.3
California,3/14/22,16.9
Colorado,3/14/22,20.1
Connecticut,3/14/22,22.5
Delaware,3/14/22,20.2
District of Columbia,3/14/22,24.7
Florida,3/14/22,21.3
Georgia,3/14/22,19.2
Hawaii,3/14/22,13.7
Idaho,3/14/22,24.5
Illinois,3/14/22,21.8
Indiana,3/14/22,29
Iowa,3/14/22,27.2
Kansas,3/14/22,26.2
Kentucky,3/14/22,23.3
Louisiana,3/14/22,22.4
Maine,3/14/22,30.7
Maryland,3/14/22,18.4
Massachusetts,3/14/22,24.5
Michigan,3/14/22,23.9
Minnesota,3/14/22,27.8
Mississippi,3/14/22,23.8
Missouri,3/14/22,22.1
Montana,3/14/22,23.4
Nebraska,3/14/22,26.4
Nevada,3/14/22,18.7
New Hampshire,3/14/22,21.5
New Jersey,3/14/22,17.4
New Mexico,3/14/22,19.2
New York,3/14/22,21
North Carolina,3/14/22,22.5
North Dakota,3/14/22,20.2
Ohio,3/14/22,24.7
Oklahoma,3/14/22,29.6
Oregon,3/14/22,25.3
Pennsylvania,3/14/22,26.3
Rhode Island,3/14/22,23.8
South Carolina,3/14/22,25.5
South Dakota,3/14/22,23.8
Tennessee,3/14/22,25.5
Texas,3/14/22,20.4
Utah,3/14/22,27.7
Vermont,3/14/22,22.6
Virginia,3/14/22,23.7
Washington,3/14/22,21.5
West Virginia,3/14/22,35.4
Wisconsin,3/14/22,24.2
Wyoming,3/14/22,18.9
Alabama,4/11/22,27.9
Alaska,4/11/22,18.8
Arizona,4/11/22,19.2
Arkansas,4/11/22,27.8
California,4/11/22,21.5
Colorado,4/11/22,24.8
Connecticut,4/11/22,23.2
Delaware,4/11/22,23.7
District of Columbia,4/11/22,20
Florida,4/11/22,22.5
Georgia,4/11/22,21.3
Hawaii,4/11/22,10.4
Idaho,4/11/22,26.3
Illinois,4/11/22,23.3
Indiana,4/11/22,27
Iowa,4/11/22,25.4
Kansas,4/11/22,28.1
Kentucky,4/11/22,33.7
Louisiana,4/11/22,27.5
Maine,4/11/22,30.1
Maryland,4/11/22,23.6
Massachusetts,4/11/22,25.5
Michigan,4/11/22,23.7
Minnesota,4/11/22,25.1
Mississippi,4/11/22,21.7
Missouri,4/11/22,25.3
Montana,4/11/22,20.8
Nebraska,4/11/22,29.4
Nevada,4/11/22,20.1
New Hampshire,4/11/22,26.5
New Jersey,4/11/22,19.4
New Mexico,4/11/22,21.5
New York,4/11/22,18.8
North Carolina,4/11/22,22.8
North Dakota,4/11/22,28.7
Ohio,4/11/22,25.5
Oklahoma,4/11/22,29.9
Oregon,4/11/22,23.3
Pennsylvania,4/11/22,24.3
Rhode Island,4/11/22,25.7
South Carolina,4/11/22,24.5
South Dakota,4/11/22,22.4
Tennessee,4/11/22,27.2
Texas,4/11/22,21.8
Utah,4/11/22,29.5
Vermont,4/11/22,21.6
Virginia,4/11/22,25.1
Washington,4/11/22,23
West Virginia,4/11/22,28.7
Wisconsin,4/11/22,27.3
Wyoming,4/11/22,20.9
Alabama,5/9/22,26.6
Alaska,5/9/22,22.1
Arizona,5/9/22,18.1
Arkansas,5/9/22,27.9
California,5/9/22,16.4
Colorado,5/9/22,22.6
Connecticut,5/9/22,25.7
Delaware,5/9/22,20.5
District of Columbia,5/9/22,20.9
Florida,5/9/22,22.5
Georgia,5/9/22,19.9
Hawaii,5/9/22,16.8
Idaho,5/9/22,23.5
Illinois,5/9/22,22.1
Indiana,5/9/22,25.7
Iowa,5/9/22,27.1
Kansas,5/9/22,28.6
Kentucky,5/9/22,34.8
Louisiana,5/9/22,26.6
Maine,5/9/22,24.3
Maryland,5/9/22,22.8
Massachusetts,5/9/22,28
Michigan,5/9/22,23.9
Minnesota,5/9/22,29.6
Mississippi,5/9/22,26.7
Missouri,5/9/22,27.1
Montana,5/9/22,18.3
Nebraska,5/9/22,29.1
Nevada,5/9/22,16.4
New Hampshire,5/9/22,28.4
New Jersey,5/9/22,19.4
New Mexico,5/9/22,20.9
New York,5/9/22,20.4
North Carolina,5/9/22,24.2
North Dakota,5/9/22,28.5
Ohio,5/9/22,27.5
Oklahoma,5/9/22,27.3
Oregon,5/9/22,28.7
Pennsylvania,5/9/22,24.5
Rhode Island,5/9/22,26.7
South Carolina,5/9/22,24.9
South Dakota,5/9/22,25.3
Tennessee,5/9/22,23.6
Texas,5/9/22,21
Utah,5/9/22,29.1
Vermont,5/9/22,25.2
Virginia,5/9/22,26.7
Washington,5/9/22,28.3
West Virginia,5/9/22,35.7
Wisconsin,5/9/22,25.2
Wyoming,5/9/22,21.8
