group,period_end,value
Wyoming,5/24/21,7.4
Alabama,6/7/21,7.5
Alaska,6/7/21,10.4
Arizona,6/7/21,7.6
Arkansas,6/7/21,7.9
California,6/7/21,11
Colorado,6/7/21,13.6
Connecticut,6/7/21,11.4
Delaware,6/7/21,11.1
District of Columbia,6/7/21,15.4
Florida,6/7/21,10.9
Georgia,6/7/21,9.3
Hawaii,6/7/21,10.3
Idaho,6/7/21,10
Illinois,6/7/21,11.6
Indiana,6/7/21,7.6
Iowa,6/7/21,8.7
Kansas,6/7/21,8.6
Kentucky,6/7/21,9.7
Louisiana,6/7/21,8.3
Maine,6/7/21,12.5
Maryland,6/7/21,11.9
Massachusetts,6/7/21,11.9
Michigan,6/7/21,8.7
Minnesota,6/7/21,13.3
Mississippi,6/7/21,4.6
Missouri,6/7/21,8.3
Montana,6/7/21,10.5
Nebraska,6/7/21,8.1
Nevada,6/7/21,8.2
New Hampshire,6/7/21,9.7
New Jersey,6/7/21,10.6
New Mexico,6/7/21,11.6
New York,6/7/21,13.1
North Carolina,6/7/21,11.6
North Dakota,6/7/21,10.6
Ohio,6/7/21,8.6
Oklahoma,6/7/21,9.9
Oregon,6/7/21,11.3
Pennsylvania,6/7/21,10.5
Rhode Island,6/7/21,18.6
South Carolina,6/7/21,9.6
South Dakota,6/7/21,8.9
Tennessee,6/7/21,8.6
Texas,6/7/21,6.5
Utah,6/7/21,11.4
Vermont,6/7/21,15
Virginia,6/7/21,10.8
Washington,6/7/21,11.1
West Virginia,6/7/21,7.9
Wisconsin,6/7/21,9.4
Wyoming,6/7/21,8
Alabama,6/21/21,9
Alaska,6/21/21,12.6
Arizona,6/21/21,9.2
Arkansas,6/21/21,7.3
California,6/21/21,9.5
Colorado,6/21/21,12.3
Connecticut,6/21/21,12.6
Delaware,6/21/21,12.7
District of Columbia,6/21/21,18.5
Florida,6/21/21,8.6
Georgia,6/21/21,7.4
Hawaii,6/21/21,8.6
Idaho,6/21/21,10.2
Illinois,6/21/21,10.1
Indiana,6/21/21,9.1
Iowa,6/21/21,9.5
Kansas,6/21/21,8.9
Kentucky,6/21/21,9.4
Louisiana,6/21/21,10.6
Maine,6/21/21,15.1
Maryland,6/21/21,13.7
Massachusetts,6/21/21,14.5
Michigan,6/21/21,10.6
Minnesota,6/21/21,11.2
Mississippi,6/21/21,5.8
Missouri,6/21/21,9.8
Montana,6/21/21,8.6
Nebraska,6/21/21,9.5
Nevada,6/21/21,6.4
New Hampshire,6/21/21,9.1
New Jersey,6/21/21,11.1
New Mexico,6/21/21,11
New York,6/21/21,11.3
North Carolina,6/21/21,9.9
North Dakota,6/21/21,8
Ohio,6/21/21,6.9
Oklahoma,6/21/21,8.5
Oregon,6/21/21,12.1
Pennsylvania,6/21/21,11
Rhode Island,6/21/21,14.7
South Carolina,6/21/21,7.5
South Dakota,6/21/21,6.9
Tennessee,6/21/21,9
Texas,6/21/21,7.1
Utah,6/21/21,9.8
Vermont,6/21/21,12
Virginia,6/21/21,10.2
Washington,6/21/21,11.2
West Virginia,6/21/21,11
Wisconsin,6/21/21,9.6
Wyoming,6/21/21,4.8
Alabama,7/5/21,11.7
Alaska,7/5/21,11.3
Arizona,7/5/21,10.3
Arkansas,7/5/21,9.3
California,7/5/21,11.5
Colorado,7/5/21,12.4
Connecticut,7/5/21,12.5
Delaware,7/5/21,10.3
District of Columbia,7/5/21,21.1
Florida,7/5/21,8.6
Georgia,7/5/21,9.7
Hawaii,7/5/21,7.4
Idaho,7/5/21,12.4
Illinois,7/5/21,13.1
Indiana,7/5/21,8.7
Iowa,7/5/21,9.4
Kansas,7/5/21,8.8
Kentucky,7/5/21,8.4
Louisiana,7/5/21,9.4
Maine,7/5/21,13.5
Maryland,7/5/21,11.9
Massachusetts,7/5/21,16.3
Michigan,7/5/21,12.5
Minnesota,7/5/21,12.5
Mississippi,7/5/21,10.2
Missouri,7/5/21,9
Montana,7/5/21,11.4
Nebraska,7/5/21,9.8
Nevada,7/5/21,8.6
New Hampshire,7/5/21,13.3
New Jersey,7/5/21,9.6
New Mexico,7/5/21,10.6
New York,7/5/21,12.3
North Carolina,7/5/21,12.3
North Dakota,7/5/21,6.8
Ohio,7/5/21,9.8
Oklahoma,7/5/21,12.9
Oregon,7/5/21,14.2
Pennsylvania,7/5/21,12.4
Rhode Island,7/5/21,17
South Carolina,7/5/21,9.1
South Dakota,7/5/21,5.9
Tennessee,7/5/21,8.6
Texas,7/5/21,8.2
Utah,7/5/21,12.4
Vermont,7/5/21,8.5
Virginia,7/5/21,9.7
Washington,7/5/21,11.7
West Virginia,7/5/21,8.9
Wisconsin,7/5/21,9.2
Wyoming,7/5/21,10
Alabama,8/2/21,9.5
Alaska,8/2/21,12.4
Arizona,8/2/21,8
Arkansas,8/2/21,12.2
California,8/2/21,11.5
Colorado,8/2/21,14.2
Connecticut,8/2/21,11.4
Delaware,8/2/21,10.1
District of Columbia,8/2/21,21.8
Florida,8/2/21,8.8
Georgia,8/2/21,12.8
Hawaii,8/2/21,10.3
Idaho,8/2/21,9.5
Illinois,8/2/21,14.7
Indiana,8/2/21,8.6
Iowa,8/2/21,10.2
Kansas,8/2/21,9.3
Kentucky,8/2/21,8.8
Louisiana,8/2/21,13.7
Maine,8/2/21,12.3
Maryland,8/2/21,15
Massachusetts,8/2/21,15.4
Michigan,8/2/21,11.1
Minnesota,8/2/21,11.9
Mississippi,8/2/21,10.2
Missouri,8/2/21,10.6
Montana,8/2/21,9
Nebraska,8/2/21,8.5
Nevada,8/2/21,10.1
New Hampshire,8/2/21,11.2
New Jersey,8/2/21,9
New Mexico,8/2/21,10.5
New York,8/2/21,10.7
North Carolina,8/2/21,11.3
North Dakota,8/2/21,5.9
Ohio,8/2/21,11.3
Oklahoma,8/2/21,11.1
Oregon,8/2/21,14.3
Pennsylvania,8/2/21,10.4
Rhode Island,8/2/21,14.4
South Carolina,8/2/21,8
South Dakota,8/2/21,7
Tennessee,8/2/21,6.1
Texas,8/2/21,8.9
Utah,8/2/21,11.3
Vermont,8/2/21,15.2
Virginia,8/2/21,9.3
Washington,8/2/21,12.3
West Virginia,8/2/21,9.3
Wisconsin,8/2/21,7.5
Wyoming,8/2/21,10.2
Alabama,8/16/21,7
Alaska,8/16/21,9.5
Arizona,8/16/21,10.9
Arkansas,8/16/21,6.5
California,8/16/21,10.4
Colorado,8/16/21,12.8
Connecticut,8/16/21,11.5
Delaware,8/16/21,9.9
District of Columbia,8/16/21,17.7
Florida,8/16/21,8.5
Georgia,8/16/21,9.5
Hawaii,8/16/21,10.8
Idaho,8/16/21,8.5
Illinois,8/16/21,9
Indiana,8/16/21,10.1
Iowa,8/16/21,8.9
Kansas,8/16/21,10.3
Kentucky,8/16/21,10
Louisiana,8/16/21,8.4
Maine,8/16/21,13.5
Maryland,8/16/21,10.5
Massachusetts,8/16/21,14.7
Michigan,8/16/21,10.3
Minnesota,8/16/21,11.8
Mississippi,8/16/21,7.2
Missouri,8/16/21,11.3
Montana,8/16/21,8.6
Nebraska,8/16/21,9.3
Nevada,8/16/21,10.7
New Hampshire,8/16/21,10.6
New Jersey,8/16/21,8.6
New Mexico,8/16/21,13.6
New York,8/16/21,13.6
North Carolina,8/16/21,8.3
North Dakota,8/16/21,9.5
Ohio,8/16/21,8.4
Oklahoma,8/16/21,10.8
Oregon,8/16/21,12.2
Pennsylvania,8/16/21,10.5
Rhode Island,8/16/21,15.9
South Carolina,8/16/21,10
South Dakota,8/16/21,8
Tennessee,8/16/21,7.2
Texas,8/16/21,9.1
Utah,8/16/21,10.9
Vermont,8/16/21,17.6
Virginia,8/16/21,7.9
Washington,8/16/21,12.2
West Virginia,8/16/21,6.9
Wisconsin,8/16/21,8.6
Wyoming,8/16/21,
Alabama,8/30/21,9.9
Alaska,8/30/21,8.9
Arizona,8/30/21,8.5
Arkansas,8/30/21,9.5
California,8/30/21,12.1
Colorado,8/30/21,12.9
Connecticut,8/30/21,14.6
Delaware,8/30/21,10.6
District of Columbia,8/30/21,20.3
Florida,8/30/21,7.1
Georgia,8/30/21,7.8
Hawaii,8/30/21,7.9
Idaho,8/30/21,9.2
Illinois,8/30/21,9.6
Indiana,8/30/21,9.8
Iowa,8/30/21,9.7
Kansas,8/30/21,9.4
Kentucky,8/30/21,10.1
Louisiana,8/30/21,10.1
Maine,8/30/21,12.9
Maryland,8/30/21,14
Massachusetts,8/30/21,14.2
Michigan,8/30/21,11.6
Minnesota,8/30/21,10.1
Mississippi,8/30/21,8.5
Missouri,8/30/21,10.8
Montana,8/30/21,9.2
Nebraska,8/30/21,10.4
Nevada,8/30/21,9.4
New Hampshire,8/30/21,8.3
New Jersey,8/30/21,10.6
New Mexico,8/30/21,11.2
New York,8/30/21,11.8
North Carolina,8/30/21,9.9
North Dakota,8/30/21,9.3
Ohio,8/30/21,10
Oklahoma,8/30/21,9.8
Oregon,8/30/21,10.3
Pennsylvania,8/30/21,11.3
Rhode Island,8/30/21,12.9
South Carolina,8/30/21,7.8
South Dakota,8/30/21,8.9
Tennessee,8/30/21,8.2
Texas,8/30/21,6.9
Utah,8/30/21,11.8
Vermont,8/30/21,12
Virginia,8/30/21,10.7
Washington,8/30/21,11.3
West Virginia,8/30/21,8.4
Wisconsin,8/30/21,9.9
Wyoming,8/30/21,8.6
Alabama,9/13/21,6.2
Alaska,9/13/21,11.3
Arizona,9/13/21,8.5
Arkansas,9/13/21,9.8
California,9/13/21,10.2
Colorado,9/13/21,14.6
Connecticut,9/13/21,13.8
Delaware,9/13/21,11.2
District of Columbia,9/13/21,20.1
Florida,9/13/21,8
Georgia,9/13/21,8
Hawaii,9/13/21,8.1
Idaho,9/13/21,10.5
Illinois,9/13/21,10.8
Indiana,9/13/21,9.6
Iowa,9/13/21,10.9
Kansas,9/13/21,11.9
Kentucky,9/13/21,12.3
Louisiana,9/13/21,6.8
Maine,9/13/21,10.6
Maryland,9/13/21,10.7
Massachusetts,9/13/21,16.1
Michigan,9/13/21,10
Minnesota,9/13/21,9.2
Mississippi,9/13/21,8.1
Missouri,9/13/21,9.4
Montana,9/13/21,10.7
Nebraska,9/13/21,9.2
Nevada,9/13/21,7.4
New Hampshire,9/13/21,12.5
New Jersey,9/13/21,8.8
New Mexico,9/13/21,10.6
New York,9/13/21,11.4
North Carolina,9/13/21,10.4
North Dakota,9/13/21,10.9
Ohio,9/13/21,12.3
Oklahoma,9/13/21,7.3
Oregon,9/13/21,13.1
Pennsylvania,9/13/21,11.5
Rhode Island,9/13/21,14.3
South Carolina,9/13/21,10.4
South Dakota,9/13/21,5.4
Tennessee,9/13/21,10.5
Texas,9/13/21,10.2
Utah,9/13/21,9.3
Vermont,9/13/21,11.8
Virginia,9/13/21,11.9
Washington,9/13/21,12.5
West Virginia,9/13/21,5.8
Wisconsin,9/13/21,9.8
Wyoming,9/13/21,5.5
Alabama,9/27/21,9.8
Alaska,9/27/21,10
Arizona,9/27/21,10.6
Arkansas,9/27/21,6.2
California,9/27/21,10.9
Colorado,9/27/21,11.4
Connecticut,9/27/21,14.1
Delaware,9/27/21,8.8
District of Columbia,9/27/21,17.9
Florida,9/27/21,7.6
Georgia,9/27/21,10.6
Hawaii,9/27/21,11.6
Idaho,9/27/21,8.7
Illinois,9/27/21,10.6
Indiana,9/27/21,8.6
Iowa,9/27/21,11.1
Kansas,9/27/21,9.2
Kentucky,9/27/21,11.6
Louisiana,9/27/21,9.7
Maine,9/27/21,11.6
Maryland,9/27/21,12
Massachusetts,9/27/21,12.7
Michigan,9/27/21,11.5
Minnesota,9/27/21,9.4
Mississippi,9/27/21,8.5
Missouri,9/27/21,9.1
Montana,9/27/21,9.7
Nebraska,9/27/21,10.9
Nevada,9/27/21,8.9
New Hampshire,9/27/21,12.4
New Jersey,9/27/21,9.2
New Mexico,9/27/21,11.4
New York,9/27/21,14.8
North Carolina,9/27/21,10
North Dakota,9/27/21,
Ohio,9/27/21,8.1
Oklahoma,9/27/21,8.2
Oregon,9/27/21,13.3
Pennsylvania,9/27/21,11.1
Rhode Island,9/27/21,17
South Carolina,9/27/21,8.3
South Dakota,9/27/21,7.8
Tennessee,9/27/21,6.2
Texas,9/27/21,8.6
Utah,9/27/21,9.1
Vermont,9/27/21,17.3
Virginia,9/27/21,9.2
Washington,9/27/21,12.8
West Virginia,9/27/21,9
Wisconsin,9/27/21,9.4
Wyoming,9/27/21,8.2
Alabama,10/11/21,11.2
Alaska,10/11/21,12.6
Arizona,10/11/21,11.4
Arkansas,10/11/21,10.9
California,10/11/21,11.2
Colorado,10/11/21,13.3
Connecticut,10/11/21,8.6
Delaware,10/11/21,9.5
District of Columbia,10/11/21,15
Florida,10/11/21,7.6
Georgia,10/11/21,7.3
Hawaii,10/11/21,8.8
Idaho,10/11/21,7.4
Illinois,10/11/21,11.2
Indiana,10/11/21,9.5
Iowa,10/11/21,8.5
Kansas,10/11/21,9.3
Kentucky,10/11/21,8.3
Louisiana,10/11/21,9.1
Maine,10/11/21,12.3
Maryland,10/11/21,12.2
Massachusetts,10/11/21,17.2
Michigan,10/11/21,11.5
Minnesota,10/11/21,11
Mississippi,10/11/21,5.6
Missouri,10/11/21,11.2
Montana,10/11/21,12.2
Nebraska,10/11/21,9.8
Nevada,10/11/21,6.3
New Hampshire,10/11/21,11.6
New Jersey,10/11/21,9.6
New Mexico,10/11/21,9.9
New York,10/11/21,14.9
North Carolina,10/11/21,9.7
North Dakota,10/11/21,7
Ohio,10/11/21,12.3
Oklahoma,10/11/21,10
Oregon,10/11/21,12.9
Pennsylvania,10/11/21,12
Rhode Island,10/11/21,14.7
South Carolina,10/11/21,8.3
South Dakota,10/11/21,5.9
Tennessee,10/11/21,11.9
Texas,10/11/21,6.9
Utah,10/11/21,14.1
Vermont,10/11/21,13.2
Virginia,10/11/21,10.8
Washington,10/11/21,10.5
West Virginia,10/11/21,6.3
Wisconsin,10/11/21,9.1
Wyoming,10/11/21,9.5
Alabama,12/13/21,10.8
Alaska,12/13/21,10.7
Arizona,12/13/21,8.8
Arkansas,12/13/21,5.7
California,12/13/21,10.5
Colorado,12/13/21,11.7
Connecticut,12/13/21,12.9
Delaware,12/13/21,5.9
District of Columbia,12/13/21,20.1
Florida,12/13/21,8.7
Georgia,12/13/21,7.4
Hawaii,12/13/21,9.8
Idaho,12/13/21,9.5
Illinois,12/13/21,11.6
Indiana,12/13/21,7.8
Iowa,12/13/21,9.7
Kansas,12/13/21,8.6
Kentucky,12/13/21,8.8
Louisiana,12/13/21,8.6
Maine,12/13/21,13.1
Maryland,12/13/21,12.6
Massachusetts,12/13/21,11.1
Michigan,12/13/21,10.5
Minnesota,12/13/21,10.7
Mississippi,12/13/21,4.6
Missouri,12/13/21,9.3
Montana,12/13/21,10.9
Nebraska,12/13/21,11.1
Nevada,12/13/21,6.8
New Hampshire,12/13/21,10.2
New Jersey,12/13/21,9.8
New Mexico,12/13/21,9.3
New York,12/13/21,14.3
North Carolina,12/13/21,12.4
North Dakota,12/13/21,7.1
Ohio,12/13/21,10.9
Oklahoma,12/13/21,9.6
Oregon,12/13/21,12.1
Pennsylvania,12/13/21,10.9
Rhode Island,12/13/21,15.9
South Carolina,12/13/21,9
South Dakota,12/13/21,7
Tennessee,12/13/21,10.3
Texas,12/13/21,8.7
Utah,12/13/21,10.7
Vermont,12/13/21,14.6
Virginia,12/13/21,8.7
Washington,12/13/21,12.6
West Virginia,12/13/21,10.3
Wisconsin,12/13/21,11.5
Wyoming,12/13/21,10.7
Alabama,1/10/22,8
Alaska,1/10/22,9.4
Arizona,1/10/22,10.1
Arkansas,1/10/22,8.2
California,1/10/22,12.9
Colorado,1/10/22,11.6
Connecticut,1/10/22,10.9
Delaware,1/10/22,10.6
District of Columbia,1/10/22,15.9
Florida,1/10/22,9.4
Georgia,1/10/22,7.4
Hawaii,1/10/22,8.4
Idaho,1/10/22,9.1
Illinois,1/10/22,11.1
Indiana,1/10/22,10.7
Iowa,1/10/22,11.1
Kansas,1/10/22,8.3
Kentucky,1/10/22,10.7
Louisiana,1/10/22,9.7
Maine,1/10/22,11.3
Maryland,1/10/22,14.2
Massachusetts,1/10/22,15.4
Michigan,1/10/22,10.7
Minnesota,1/10/22,12.4
Mississippi,1/10/22,7.5
Missouri,1/10/22,9.9
Montana,1/10/22,13.9
Nebraska,1/10/22,11.6
Nevada,1/10/22,10.7
New Hampshire,1/10/22,13.4
New Jersey,1/10/22,12
New Mexico,1/10/22,12.4
New York,1/10/22,13.3
North Carolina,1/10/22,9.6
North Dakota,1/10/22,6.8
Ohio,1/10/22,7.7
Oklahoma,1/10/22,10.5
Oregon,1/10/22,13.2
Pennsylvania,1/10/22,9.3
Rhode Island,1/10/22,13.6
South Carolina,1/10/22,7.6
South Dakota,1/10/22,9.1
Tennessee,1/10/22,8.4
Texas,1/10/22,8.2
Utah,1/10/22,12.7
Vermont,1/10/22,17.2
Virginia,1/10/22,9.8
Washington,1/10/22,11.5
West Virginia,1/10/22,8.4
Wisconsin,1/10/22,10.7
Wyoming,1/10/22,10.1
Alabama,2/7/22,7.5
Alaska,2/7/22,10.2
Arizona,2/7/22,10.2
Arkansas,2/7/22,8.6
California,2/7/22,11.3
Colorado,2/7/22,12.4
Connecticut,2/7/22,13.3
Delaware,2/7/22,14.3
District of Columbia,2/7/22,15.5
Florida,2/7/22,7.7
Georgia,2/7/22,7.9
Hawaii,2/7/22,9.2
Idaho,2/7/22,8.6
Illinois,2/7/22,12.4
Indiana,2/7/22,8.8
Iowa,2/7/22,9.3
Kansas,2/7/22,9.4
Kentucky,2/7/22,11.2
Louisiana,2/7/22,6.8
Maine,2/7/22,10.6
Maryland,2/7/22,11.8
Massachusetts,2/7/22,14.5
Michigan,2/7/22,10.3
Minnesota,2/7/22,13
Mississippi,2/7/22,7.1
Missouri,2/7/22,9.7
Montana,2/7/22,10.3
Nebraska,2/7/22,10.7
Nevada,2/7/22,8.1
New Hampshire,2/7/22,12.6
New Jersey,2/7/22,13.2
New Mexico,2/7/22,12
New York,2/7/22,12.5
North Carolina,2/7/22,11.8
North Dakota,2/7/22,10
Ohio,2/7/22,10
Oklahoma,2/7/22,10.6
Oregon,2/7/22,14.9
Pennsylvania,2/7/22,11.7
Rhode Island,2/7/22,12.1
South Carolina,2/7/22,6.8
South Dakota,2/7/22,8.1
Tennessee,2/7/22,9.1
Texas,2/7/22,8.8
Utah,2/7/22,11.1
Vermont,2/7/22,14.2
Virginia,2/7/22,9.8
Washington,2/7/22,11.9
West Virginia,2/7/22,12.6
Wisconsin,2/7/22,9.2
Wyoming,2/7/22,9.9
Alabama,3/14/22,11.8
Alaska,3/14/22,8.6
Arizona,3/14/22,11
Arkansas,3/14/22,8.6
California,3/14/22,11.9
Colorado,3/14/22,12.8
Connecticut,3/14/22,12.9
Delaware,3/14/22,11.8
District of Columbia,3/14/22,20.4
Florida,3/14/22,8.2
Georgia,3/14/22,8.9
Hawaii,3/14/22,9.7
Idaho,3/14/22,11.7
Illinois,3/14/22,11.9
Indiana,3/14/22,11
Iowa,3/14/22,9.1
Kansas,3/14/22,10.3
Kentucky,3/14/22,8
Louisiana,3/14/22,7.9
Maine,3/14/22,12.8
Maryland,3/14/22,12.2
Massachusetts,3/14/22,17.6
Michigan,3/14/22,10.8
Minnesota,3/14/22,13.2
Mississippi,3/14/22,8.1
Missouri,3/14/22,10.6
Montana,3/14/22,15.2
Nebraska,3/14/22,14.1
Nevada,3/14/22,7.9
New Hampshire,3/14/22,9.7
New Jersey,3/14/22,10.1
New Mexico,3/14/22,12
New York,3/14/22,16.4
North Carolina,3/14/22,9.8
North Dakota,3/14/22,7.7
Ohio,3/14/22,9.7
Oklahoma,3/14/22,15.4
Oregon,3/14/22,12.9
Pennsylvania,3/14/22,12.9
Rhode Island,3/14/22,13
South Carolina,3/14/22,9.6
South Dakota,3/14/22,7.5
Tennessee,3/14/22,9.5
Texas,3/14/22,11.2
Utah,3/14/22,12.9
Vermont,3/14/22,14.7
Virginia,3/14/22,10.1
Washington,3/14/22,11.8
West Virginia,3/14/22,11.2
Wisconsin,3/14/22,10.6
Wyoming,3/14/22,6.4
Alabama,4/11/22,12.8
Alaska,4/11/22,11.4
Arizona,4/11/22,10.1
Arkansas,4/11/22,7
California,4/11/22,12
Colorado,4/11/22,11.4
Connecticut,4/11/22,15.4
Delaware,4/11/22,12
District of Columbia,4/11/22,20.9
Florida,4/11/22,7.7
Georgia,4/11/22,9.9
Hawaii,4/11/22,10.5
Idaho,4/11/22,12
Illinois,4/11/22,10.8
Indiana,4/11/22,11.2
Iowa,4/11/22,10
Kansas,4/11/22,12.8
Kentucky,4/11/22,11.8
Louisiana,4/11/22,13.6
Maine,4/11/22,15.4
Maryland,4/11/22,15.2
Massachusetts,4/11/22,17
Michigan,4/11/22,9.4
Minnesota,4/11/22,10.4
Mississippi,4/11/22,7.5
Missouri,4/11/22,8.2
Montana,4/11/22,10.6
Nebraska,4/11/22,11.5
Nevada,4/11/22,12
New Hampshire,4/11/22,10.6
New Jersey,4/11/22,11.2
New Mexico,4/11/22,15.5
New York,4/11/22,13.4
North Carolina,4/11/22,9.8
North Dakota,4/11/22,10.2
Ohio,4/11/22,9.1
Oklahoma,4/11/22,8.7
Oregon,4/11/22,13.9
Pennsylvania,4/11/22,10.7
Rhode Island,4/11/22,15.9
South Carolina,4/11/22,8.5
South Dakota,4/11/22,8.3
Tennessee,4/11/22,10.2
Texas,4/11/22,9
Utah,4/11/22,11.7
Vermont,4/11/22,16.8
Virginia,4/11/22,11.3
Washington,4/11/22,11.2
West Virginia,4/11/22,10.9
Wisconsin,4/11/22,11.6
Wyoming,4/11/22,7.4
Alabama,5/9/22,9.4
Alaska,5/9/22,13.2
Arizona,5/9/22,9.1
Arkansas,5/9/22,8.7
California,5/9/22,12
Colorado,5/9/22,13.5
Connecticut,5/9/22,14.1
Delaware,5/9/22,12.9
District of Columbia,5/9/22,19.3
Florida,5/9/22,9.5
Georgia,5/9/22,11.9
Hawaii,5/9/22,11
Idaho,5/9/22,9.2
Illinois,5/9/22,9.8
Indiana,5/9/22,10.3
Iowa,5/9/22,10.2
Kansas,5/9/22,10.5
Kentucky,5/9/22,11
Louisiana,5/9/22,11.7
Maine,5/9/22,11.3
Maryland,5/9/22,11.2
Massachusetts,5/9/22,17.2
Michigan,5/9/22,12.7
Minnesota,5/9/22,12.5
Mississippi,5/9/22,7.6
Missouri,5/9/22,7
Montana,5/9/22,12.5
Nebraska,5/9/22,12.2
Nevada,5/9/22,8.9
New Hampshire,5/9/22,10.8
New Jersey,5/9/22,13.4
New Mexico,5/9/22,10.7
New York,5/9/22,13.9
North Carolina,5/9/22,10.3
North Dakota,5/9/22,12.1
Ohio,5/9/22,12.1
Oklahoma,5/9/22,9
Oregon,5/9/22,16
Pennsylvania,5/9/22,11.4
Rhode Island,5/9/22,15.1
South Carolina,5/9/22,9.5
South Dakota,5/9/22,9.8
Tennessee,5/9/22,8.8
Texas,5/9/22,9.6
Utah,5/9/22,13.3
Vermont,5/9/22,9.9
Virginia,5/9/22,12.2
Washington,5/9/22,16
West Virginia,5/9/22,6.4
Wisconsin,5/9/22,8.5
Wyoming,5/9/22,11.4
