group,period_end,value
Wyoming,5/24/21,7.7
Alabama,6/7/21,13.5
Alaska,6/7/21,9
Arizona,6/7/21,8.3
Arkansas,6/7/21,7.9
California,6/7/21,10.5
Colorado,6/7/21,12.1
Connecticut,6/7/21,6.6
Delaware,6/7/21,9
District of Columbia,6/7/21,12.9
Florida,6/7/21,10.4
Georgia,6/7/21,7.9
Hawaii,6/7/21,7.1
Idaho,6/7/21,9.4
Illinois,6/7/21,12.3
Indiana,6/7/21,9.7
Iowa,6/7/21,9.9
Kansas,6/7/21,9.8
Kentucky,6/7/21,8.7
Louisiana,6/7/21,8.3
Maine,6/7/21,12.4
Maryland,6/7/21,7.6
Massachusetts,6/7/21,7.9
Michigan,6/7/21,7.3
Minnesota,6/7/21,11.6
Mississippi,6/7/21,9.4
Missouri,6/7/21,10
Montana,6/7/21,7
Nebraska,6/7/21,8
Nevada,6/7/21,12.2
New Hampshire,6/7/21,10.8
New Jersey,6/7/21,9.9
New Mexico,6/7/21,9
New York,6/7/21,8.5
North Carolina,6/7/21,8.8
North Dakota,6/7/21,9.7
Ohio,6/7/21,8.3
Oklahoma,6/7/21,9.5
Oregon,6/7/21,15
Pennsylvania,6/7/21,8.5
Rhode Island,6/7/21,4.4
South Carolina,6/7/21,11.6
South Dakota,6/7/21,8
Tennessee,6/7/21,7.6
Texas,6/7/21,12.1
Utah,6/7/21,12.7
Vermont,6/7/21,
Virginia,6/7/21,8
Washington,6/7/21,12.3
West Virginia,6/7/21,8.5
Wisconsin,6/7/21,7.8
Wyoming,6/7/21,
Alabama,6/21/21,12.8
Alaska,6/21/21,8.9
Arizona,6/21/21,9
Arkansas,6/21/21,10.6
California,6/21/21,10.4
Colorado,6/21/21,10
Connecticut,6/21/21,7
Delaware,6/21/21,7.7
District of Columbia,6/21/21,8.7
Florida,6/21/21,10.6
Georgia,6/21/21,11
Hawaii,6/21/21,5.5
Idaho,6/21/21,13
Illinois,6/21/21,7.6
Indiana,6/21/21,9.2
Iowa,6/21/21,11.1
Kansas,6/21/21,10.4
Kentucky,6/21/21,12.7
Louisiana,6/21/21,11.6
Maine,6/21/21,9.8
Maryland,6/21/21,8.7
Massachusetts,6/21/21,9.7
Michigan,6/21/21,8.3
Minnesota,6/21/21,8.1
Mississippi,6/21/21,12.2
Missouri,6/21/21,10.7
Montana,6/21/21,12.4
Nebraska,6/21/21,9.7
Nevada,6/21/21,13.7
New Hampshire,6/21/21,11.2
New Jersey,6/21/21,8.4
New Mexico,6/21/21,10
New York,6/21/21,6.6
North Carolina,6/21/21,11.3
North Dakota,6/21/21,10.3
Ohio,6/21/21,9.2
Oklahoma,6/21/21,15.9
Oregon,6/21/21,12.2
Pennsylvania,6/21/21,8.6
Rhode Island,6/21/21,9.1
South Carolina,6/21/21,10.3
South Dakota,6/21/21,9.2
Tennessee,6/21/21,8.5
Texas,6/21/21,10.2
Utah,6/21/21,12.6
Vermont,6/21/21,
Virginia,6/21/21,8.6
Washington,6/21/21,11.7
West Virginia,6/21/21,13
Wisconsin,6/21/21,6.8
Wyoming,6/21/21,9.2
Alabama,7/5/21,10
Alaska,7/5/21,10.4
Arizona,7/5/21,14.9
Arkansas,7/5/21,10.3
California,7/5/21,9.4
Colorado,7/5/21,12.4
Connecticut,7/5/21,6.4
Delaware,7/5/21,9
District of Columbia,7/5/21,11.8
Florida,7/5/21,8.2
Georgia,7/5/21,13.1
Hawaii,7/5/21,
Idaho,7/5/21,10.7
Illinois,7/5/21,8.2
Indiana,7/5/21,9
Iowa,7/5/21,7.6
Kansas,7/5/21,8.7
Kentucky,7/5/21,9
Louisiana,7/5/21,9.1
Maine,7/5/21,10.5
Maryland,7/5/21,11.6
Massachusetts,7/5/21,10.3
Michigan,7/5/21,11.9
Minnesota,7/5/21,7.3
Mississippi,7/5/21,6.8
Missouri,7/5/21,13.2
Montana,7/5/21,9.9
Nebraska,7/5/21,8
Nevada,7/5/21,9.6
New Hampshire,7/5/21,7.6
New Jersey,7/5/21,6.7
New Mexico,7/5/21,13.8
New York,7/5/21,10.8
North Carolina,7/5/21,10.3
North Dakota,7/5/21,7.2
Ohio,7/5/21,9.2
Oklahoma,7/5/21,15.7
Oregon,7/5/21,15.5
Pennsylvania,7/5/21,9.9
Rhode Island,7/5/21,10.1
South Carolina,7/5/21,9.9
South Dakota,7/5/21,10.7
Tennessee,7/5/21,10.7
Texas,7/5/21,13
Utah,7/5/21,11.5
Vermont,7/5/21,6.4
Virginia,7/5/21,9.5
Washington,7/5/21,11.4
West Virginia,7/5/21,5.9
Wisconsin,7/5/21,8.6
Wyoming,7/5/21,10.1
Alabama,8/2/21,15.1
Alaska,8/2/21,15.5
Arizona,8/2/21,10
Arkansas,8/2/21,12
California,8/2/21,11.7
Colorado,8/2/21,12.2
Connecticut,8/2/21,5.7
Delaware,8/2/21,9.5
District of Columbia,8/2/21,10
Florida,8/2/21,9.9
Georgia,8/2/21,15.7
Hawaii,8/2/21,10
Idaho,8/2/21,8.6
Illinois,8/2/21,12
Indiana,8/2/21,11.8
Iowa,8/2/21,12.7
Kansas,8/2/21,9.9
Kentucky,8/2/21,8.8
Louisiana,8/2/21,16.2
Maine,8/2/21,10.8
Maryland,8/2/21,9.9
Massachusetts,8/2/21,9.7
Michigan,8/2/21,9
Minnesota,8/2/21,12.6
Mississippi,8/2/21,12.4
Missouri,8/2/21,11.5
Montana,8/2/21,11.8
Nebraska,8/2/21,7.9
Nevada,8/2/21,11.6
New Hampshire,8/2/21,10.9
New Jersey,8/2/21,11
New Mexico,8/2/21,10.9
New York,8/2/21,8.9
North Carolina,8/2/21,11.9
North Dakota,8/2/21,10.3
Ohio,8/2/21,12.3
Oklahoma,8/2/21,14.7
Oregon,8/2/21,13.2
Pennsylvania,8/2/21,11.5
Rhode Island,8/2/21,8.7
South Carolina,8/2/21,8.2
South Dakota,8/2/21,8.1
Tennessee,8/2/21,10.4
Texas,8/2/21,12.7
Utah,8/2/21,15.8
Vermont,8/2/21,11.3
Virginia,8/2/21,9.6
Washington,8/2/21,14.5
West Virginia,8/2/21,9.3
Wisconsin,8/2/21,11.4
Wyoming,8/2/21,13.1
Alabama,8/16/21,12.5
Alaska,8/16/21,12.5
Arizona,8/16/21,13.1
Arkansas,8/16/21,10.4
California,8/16/21,10.8
Colorado,8/16/21,14.1
Connecticut,8/16/21,8.2
Delaware,8/16/21,8.4
District of Columbia,8/16/21,15.2
Florida,8/16/21,9.7
Georgia,8/16/21,13.4
Hawaii,8/16/21,8.1
Idaho,8/16/21,10
Illinois,8/16/21,9.8
Indiana,8/16/21,12
Iowa,8/16/21,9
Kansas,8/16/21,11.8
Kentucky,8/16/21,13.3
Louisiana,8/16/21,10.1
Maine,8/16/21,8.5
Maryland,8/16/21,7.9
Massachusetts,8/16/21,10.5
Michigan,8/16/21,11.6
Minnesota,8/16/21,11.2
Mississippi,8/16/21,8.7
Missouri,8/16/21,10.7
Montana,8/16/21,9.6
Nebraska,8/16/21,11.4
Nevada,8/16/21,9.7
New Hampshire,8/16/21,11.6
New Jersey,8/16/21,6.9
New Mexico,8/16/21,12.5
New York,8/16/21,7.9
North Carolina,8/16/21,9.4
North Dakota,8/16/21,6.6
Ohio,8/16/21,9.8
Oklahoma,8/16/21,11.5
Oregon,8/16/21,15.1
Pennsylvania,8/16/21,9.1
Rhode Island,8/16/21,7.3
South Carolina,8/16/21,10.9
South Dakota,8/16/21,8.2
Tennessee,8/16/21,10.8
Texas,8/16/21,11.3
Utah,8/16/21,13.7
Vermont,8/16/21,9.6
Virginia,8/16/21,10.3
Washington,8/16/21,12.9
West Virginia,8/16/21,10.1
Wisconsin,8/16/21,8.8
Wyoming,8/16/21,12.3
Alabama,8/30/21,12.7
Alaska,8/30/21,12.2
Arizona,8/30/21,11.6
Arkansas,8/30/21,12.3
California,8/30/21,9.2
Colorado,8/30/21,15.1
Connecticut,8/30/21,10.6
Delaware,8/30/21,11.8
District of Columbia,8/30/21,15.2
Florida,8/30/21,10.4
Georgia,8/30/21,11
Hawaii,8/30/21,7
Idaho,8/30/21,11.2
Illinois,8/30/21,9.6
Indiana,8/30/21,12.2
Iowa,8/30/21,9.5
Kansas,8/30/21,10.3
Kentucky,8/30/21,10.9
Louisiana,8/30/21,12.7
Maine,8/30/21,13
Maryland,8/30/21,10.7
Massachusetts,8/30/21,11.3
Michigan,8/30/21,13
Minnesota,8/30/21,11.9
Mississippi,8/30/21,10.7
Missouri,8/30/21,11.8
Montana,8/30/21,11
Nebraska,8/30/21,8.8
Nevada,8/30/21,13.4
New Hampshire,8/30/21,9.6
New Jersey,8/30/21,10.6
New Mexico,8/30/21,10.1
New York,8/30/21,9.8
North Carolina,8/30/21,13.3
North Dakota,8/30/21,7.9
Ohio,8/30/21,15.1
Oklahoma,8/30/21,10.4
Oregon,8/30/21,14.7
Pennsylvania,8/30/21,9.9
Rhode Island,8/30/21,9.4
South Carolina,8/30/21,14.6
South Dakota,8/30/21,9.8
Tennessee,8/30/21,11.5
Texas,8/30/21,11.9
Utah,8/30/21,13.2
Vermont,8/30/21,9.2
Virginia,8/30/21,9.1
Washington,8/30/21,12.7
West Virginia,8/30/21,11.8
Wisconsin,8/30/21,10.7
Wyoming,8/30/21,7.2
Alabama,9/13/21,13.6
Alaska,9/13/21,10.6
Arizona,9/13/21,12
Arkansas,9/13/21,10.2
California,9/13/21,10.8
Colorado,9/13/21,11.7
Connecticut,9/13/21,10.1
Delaware,9/13/21,7.5
District of Columbia,9/13/21,14.2
Florida,9/13/21,11.2
Georgia,9/13/21,10.3
Hawaii,9/13/21,8.4
Idaho,9/13/21,12.7
Illinois,9/13/21,11.6
Indiana,9/13/21,11.4
Iowa,9/13/21,8.4
Kansas,9/13/21,14.3
Kentucky,9/13/21,10.6
Louisiana,9/13/21,12.2
Maine,9/13/21,11.6
Maryland,9/13/21,9.8
Massachusetts,9/13/21,9.9
Michigan,9/13/21,12.5
Minnesota,9/13/21,9.5
Mississippi,9/13/21,10
Missouri,9/13/21,12.4
Montana,9/13/21,9.7
Nebraska,9/13/21,8.9
Nevada,9/13/21,12.3
New Hampshire,9/13/21,12.8
New Jersey,9/13/21,8.9
New Mexico,9/13/21,13.9
New York,9/13/21,10.3
North Carolina,9/13/21,11.3
North Dakota,9/13/21,
Ohio,9/13/21,12.5
Oklahoma,9/13/21,12.9
Oregon,9/13/21,15.8
Pennsylvania,9/13/21,8.7
Rhode Island,9/13/21,11.8
South Carolina,9/13/21,10.6
South Dakota,9/13/21,6.7
Tennessee,9/13/21,11.8
Texas,9/13/21,14.6
Utah,9/13/21,17.7
Vermont,9/13/21,
Virginia,9/13/21,10.7
Washington,9/13/21,11.9
West Virginia,9/13/21,7.8
Wisconsin,9/13/21,7.2
Wyoming,9/13/21,
Alabama,9/27/21,11.1
Alaska,9/27/21,16.3
Arizona,9/27/21,10.5
Arkansas,9/27/21,12.5
California,9/27/21,12.2
Colorado,9/27/21,13.7
Connecticut,9/27/21,10
Delaware,9/27/21,11.1
District of Columbia,9/27/21,14.7
Florida,9/27/21,8.8
Georgia,9/27/21,13.3
Hawaii,9/27/21,7.4
Idaho,9/27/21,12.6
Illinois,9/27/21,12.4
Indiana,9/27/21,11.9
Iowa,9/27/21,8.5
Kansas,9/27/21,15.3
Kentucky,9/27/21,9.1
Louisiana,9/27/21,14.1
Maine,9/27/21,9
Maryland,9/27/21,10.9
Massachusetts,9/27/21,10.9
Michigan,9/27/21,11.4
Minnesota,9/27/21,9.4
Mississippi,9/27/21,10.4
Missouri,9/27/21,18.4
Montana,9/27/21,7.4
Nebraska,9/27/21,10.3
Nevada,9/27/21,11.3
New Hampshire,9/27/21,8.1
New Jersey,9/27/21,11.9
New Mexico,9/27/21,15.7
New York,9/27/21,12.3
North Carolina,9/27/21,10.6
North Dakota,9/27/21,9.5
Ohio,9/27/21,9.1
Oklahoma,9/27/21,12.7
Oregon,9/27/21,13.7
Pennsylvania,9/27/21,7.9
Rhode Island,9/27/21,7.6
South Carolina,9/27/21,10.6
South Dakota,9/27/21,8
Tennessee,9/27/21,10.4
Texas,9/27/21,14.2
Utah,9/27/21,16.5
Vermont,9/27/21,5.9
Virginia,9/27/21,10.1
Washington,9/27/21,13.5
West Virginia,9/27/21,9.7
Wisconsin,9/27/21,10.1
Wyoming,9/27/21,10.4
Alabama,10/11/21,9.2
Alaska,10/11/21,11.9
Arizona,10/11/21,11.8
Arkansas,10/11/21,13.2
California,10/11/21,12.7
Colorado,10/11/21,13.1
Connecticut,10/11/21,9.1
Delaware,10/11/21,11.8
District of Columbia,10/11/21,13.5
Florida,10/11/21,10
Georgia,10/11/21,10.8
Hawaii,10/11/21,10.6
Idaho,10/11/21,11.5
Illinois,10/11/21,9.4
Indiana,10/11/21,11.3
Iowa,10/11/21,7.7
Kansas,10/11/21,10.7
Kentucky,10/11/21,17.8
Louisiana,10/11/21,10.1
Maine,10/11/21,11.5
Maryland,10/11/21,12.1
Massachusetts,10/11/21,12.3
Michigan,10/11/21,10.6
Minnesota,10/11/21,9.6
Mississippi,10/11/21,13.4
Missouri,10/11/21,13.7
Montana,10/11/21,9.1
Nebraska,10/11/21,11.9
Nevada,10/11/21,7.4
New Hampshire,10/11/21,6.8
New Jersey,10/11/21,8.1
New Mexico,10/11/21,8.3
New York,10/11/21,9.2
North Carolina,10/11/21,10.9
North Dakota,10/11/21,7.8
Ohio,10/11/21,10.5
Oklahoma,10/11/21,14.7
Oregon,10/11/21,15.8
Pennsylvania,10/11/21,11
Rhode Island,10/11/21,11.7
South Carolina,10/11/21,9.7
South Dakota,10/11/21,9.3
Tennessee,10/11/21,12.6
Texas,10/11/21,11.9
Utah,10/11/21,11.3
Vermont,10/11/21,12.1
Virginia,10/11/21,7.5
Washington,10/11/21,11.9
West Virginia,10/11/21,10.9
Wisconsin,10/11/21,5.9
Wyoming,10/11/21,8.1
Alabama,12/13/21,13
Alaska,12/13/21,9.4
Arizona,12/13/21,11.2
Arkansas,12/13/21,12.4
California,12/13/21,11.5
Colorado,12/13/21,12.5
Connecticut,12/13/21,9.1
Delaware,12/13/21,8.3
District of Columbia,12/13/21,17
Florida,12/13/21,10.2
Georgia,12/13/21,13.6
Hawaii,12/13/21,9.5
Idaho,12/13/21,17
Illinois,12/13/21,7.7
Indiana,12/13/21,9.2
Iowa,12/13/21,12.1
Kansas,12/13/21,8.3
Kentucky,12/13/21,13.2
Louisiana,12/13/21,9.5
Maine,12/13/21,10.6
Maryland,12/13/21,10.9
Massachusetts,12/13/21,10.5
Michigan,12/13/21,11.2
Minnesota,12/13/21,9.7
Mississippi,12/13/21,9.3
Missouri,12/13/21,11.5
Montana,12/13/21,10
Nebraska,12/13/21,11.2
Nevada,12/13/21,16.1
New Hampshire,12/13/21,14.1
New Jersey,12/13/21,8.6
New Mexico,12/13/21,11.5
New York,12/13/21,8.2
North Carolina,12/13/21,11.8
North Dakota,12/13/21,10.3
Ohio,12/13/21,10.5
Oklahoma,12/13/21,15.5
Oregon,12/13/21,16.1
Pennsylvania,12/13/21,9.4
Rhode Island,12/13/21,9.9
South Carolina,12/13/21,12.2
South Dakota,12/13/21,7.2
Tennessee,12/13/21,11.2
Texas,12/13/21,11.8
Utah,12/13/21,13.9
Vermont,12/13/21,10.7
Virginia,12/13/21,11.8
Washington,12/13/21,16
West Virginia,12/13/21,13.9
Wisconsin,12/13/21,10.4
Wyoming,12/13/21,11.4
Alabama,1/10/22,10.9
Alaska,1/10/22,11.6
Arizona,1/10/22,12.8
Arkansas,1/10/22,13.1
California,1/10/22,11.8
Colorado,1/10/22,14
Connecticut,1/10/22,11.2
Delaware,1/10/22,12.7
District of Columbia,1/10/22,14.9
Florida,1/10/22,10.1
Georgia,1/10/22,12.5
Hawaii,1/10/22,7.5
Idaho,1/10/22,10.9
Illinois,1/10/22,9.1
Indiana,1/10/22,11.4
Iowa,1/10/22,9.8
Kansas,1/10/22,12.3
Kentucky,1/10/22,10.6
Louisiana,1/10/22,11
Maine,1/10/22,11.1
Maryland,1/10/22,13.3
Massachusetts,1/10/22,9.1
Michigan,1/10/22,9.8
Minnesota,1/10/22,10.4
Mississippi,1/10/22,13.3
Missouri,1/10/22,13.4
Montana,1/10/22,14.9
Nebraska,1/10/22,13
Nevada,1/10/22,11.9
New Hampshire,1/10/22,12.3
New Jersey,1/10/22,7.4
New Mexico,1/10/22,12
New York,1/10/22,11.2
North Carolina,1/10/22,10.4
North Dakota,1/10/22,9.2
Ohio,1/10/22,8.8
Oklahoma,1/10/22,14.4
Oregon,1/10/22,15.7
Pennsylvania,1/10/22,9.1
Rhode Island,1/10/22,11.5
South Carolina,1/10/22,9.6
South Dakota,1/10/22,12.5
Tennessee,1/10/22,11
Texas,1/10/22,12.6
Utah,1/10/22,13.5
Vermont,1/10/22,9.3
Virginia,1/10/22,12.9
Washington,1/10/22,14.3
West Virginia,1/10/22,12.5
Wisconsin,1/10/22,10
Wyoming,1/10/22,13.8
Alabama,2/7/22,12.4
Alaska,2/7/22,11.9
Arizona,2/7/22,12.2
Arkansas,2/7/22,13.9
California,2/7/22,11.1
Colorado,2/7/22,13.3
Connecticut,2/7/22,8.3
Delaware,2/7/22,8.2
District of Columbia,2/7/22,9.9
Florida,2/7/22,10.3
Georgia,2/7/22,12.7
Hawaii,2/7/22,8.4
Idaho,2/7/22,9.1
Illinois,2/7/22,11.9
Indiana,2/7/22,10.2
Iowa,2/7/22,8.9
Kansas,2/7/22,13
Kentucky,2/7/22,10.3
Louisiana,2/7/22,11
Maine,2/7/22,14.3
Maryland,2/7/22,11.5
Massachusetts,2/7/22,10.8
Michigan,2/7/22,10.9
Minnesota,2/7/22,9.4
Mississippi,2/7/22,9.5
Missouri,2/7/22,9.8
Montana,2/7/22,11.7
Nebraska,2/7/22,10.2
Nevada,2/7/22,15.2
New Hampshire,2/7/22,9.3
New Jersey,2/7/22,11.9
New Mexico,2/7/22,11.9
New York,2/7/22,7.9
North Carolina,2/7/22,9.5
North Dakota,2/7/22,8.7
Ohio,2/7/22,10.3
Oklahoma,2/7/22,12.9
Oregon,2/7/22,15.7
Pennsylvania,2/7/22,10.1
Rhode Island,2/7/22,14.1
South Carolina,2/7/22,12.9
South Dakota,2/7/22,11.2
Tennessee,2/7/22,11.7
Texas,2/7/22,12.7
Utah,2/7/22,14.3
Vermont,2/7/22,9
Virginia,2/7/22,9.7
Washington,2/7/22,14
West Virginia,2/7/22,9.2
Wisconsin,2/7/22,10.8
Wyoming,2/7/22,9.2
Alabama,3/14/22,11.3
Alaska,3/14/22,14.4
Arizona,3/14/22,11.9
Arkansas,3/14/22,12.9
California,3/14/22,11.8
Colorado,3/14/22,12.2
Connecticut,3/14/22,9.3
Delaware,3/14/22,5.6
District of Columbia,3/14/22,17.6
Florida,3/14/22,11.9
Georgia,3/14/22,13.3
Hawaii,3/14/22,5.9
Idaho,3/14/22,11.5
Illinois,3/14/22,11.2
Indiana,3/14/22,12.5
Iowa,3/14/22,9.5
Kansas,3/14/22,11.5
Kentucky,3/14/22,12
Louisiana,3/14/22,10.5
Maine,3/14/22,9.1
Maryland,3/14/22,8.7
Massachusetts,3/14/22,9.9
Michigan,3/14/22,9.9
Minnesota,3/14/22,12.7
Mississippi,3/14/22,12.5
Missouri,3/14/22,12.7
Montana,3/14/22,10
Nebraska,3/14/22,13.8
Nevada,3/14/22,10.6
New Hampshire,3/14/22,8.4
New Jersey,3/14/22,7.2
New Mexico,3/14/22,13.3
New York,3/14/22,9.9
North Carolina,3/14/22,12
North Dakota,3/14/22,10.3
Ohio,3/14/22,10.6
Oklahoma,3/14/22,15.9
Oregon,3/14/22,15
Pennsylvania,3/14/22,9.5
Rhode Island,3/14/22,8.4
South Carolina,3/14/22,11.4
South Dakota,3/14/22,10.6
Tennessee,3/14/22,12.1
Texas,3/14/22,13.9
Utah,3/14/22,13.3
Vermont,3/14/22,12.7
Virginia,3/14/22,9.3
Washington,3/14/22,14.3
West Virginia,3/14/22,10.6
Wisconsin,3/14/22,9.8
Wyoming,3/14/22,12.3
Alabama,4/11/22,10
Alaska,4/11/22,10.7
Arizona,4/11/22,12.4
Arkansas,4/11/22,13.1
California,4/11/22,12.7
Colorado,4/11/22,12.1
Connecticut,4/11/22,11
Delaware,4/11/22,12
District of Columbia,4/11/22,12.7
Florida,4/11/22,11.1
Georgia,4/11/22,14.4
Hawaii,4/11/22,12.5
Idaho,4/11/22,14.1
Illinois,4/11/22,10.4
Indiana,4/11/22,10.9
Iowa,4/11/22,9.9
Kansas,4/11/22,8.9
Kentucky,4/11/22,10.4
Louisiana,4/11/22,12.4
Maine,4/11/22,11.5
Maryland,4/11/22,12.3
Massachusetts,4/11/22,12
Michigan,4/11/22,9.4
Minnesota,4/11/22,8.5
Mississippi,4/11/22,10.7
Missouri,4/11/22,11.4
Montana,4/11/22,12.1
Nebraska,4/11/22,9.8
Nevada,4/11/22,8.5
New Hampshire,4/11/22,10.1
New Jersey,4/11/22,9.9
New Mexico,4/11/22,11.5
New York,4/11/22,9.4
North Carolina,4/11/22,10.1
North Dakota,4/11/22,8.4
Ohio,4/11/22,11.7
Oklahoma,4/11/22,12.4
Oregon,4/11/22,16
Pennsylvania,4/11/22,9.3
Rhode Island,4/11/22,10.6
South Carolina,4/11/22,10.1
South Dakota,4/11/22,10.5
Tennessee,4/11/22,12.7
Texas,4/11/22,13.4
Utah,4/11/22,15.9
Vermont,4/11/22,8.3
Virginia,4/11/22,10.8
Washington,4/11/22,12.3
West Virginia,4/11/22,9.5
Wisconsin,4/11/22,10.9
Wyoming,4/11/22,14
Alabama,5/9/22,12.1
Alaska,5/9/22,15.8
Arizona,5/9/22,10.8
Arkansas,5/9/22,15.1
California,5/9/22,13.4
Colorado,5/9/22,10.6
Connecticut,5/9/22,9.2
Delaware,5/9/22,6.6
District of Columbia,5/9/22,20.8
Florida,5/9/22,9.3
Georgia,5/9/22,11.2
Hawaii,5/9/22,8.2
Idaho,5/9/22,12.1
Illinois,5/9/22,14.4
Indiana,5/9/22,9.7
Iowa,5/9/22,8.9
Kansas,5/9/22,14.3
Kentucky,5/9/22,14.7
Louisiana,5/9/22,9.9
Maine,5/9/22,10.8
Maryland,5/9/22,11.9
Massachusetts,5/9/22,12.9
Michigan,5/9/22,12.1
Minnesota,5/9/22,11.3
Mississippi,5/9/22,13.4
Missouri,5/9/22,12
Montana,5/9/22,12.6
Nebraska,5/9/22,10.4
Nevada,5/9/22,11.1
New Hampshire,5/9/22,10.1
New Jersey,5/9/22,7.8
New Mexico,5/9/22,12.7
New York,5/9/22,11.2
North Carolina,5/9/22,8.7
North Dakota,5/9/22,8
Ohio,5/9/22,8.5
Oklahoma,5/9/22,13
Oregon,5/9/22,15.6
Pennsylvania,5/9/22,9.5
Rhode Island,5/9/22,7.5
South Carolina,5/9/22,9
South Dakota,5/9/22,7.9
Tennessee,5/9/22,11.6
Texas,5/9/22,12.7
Utah,5/9/22,17.9
Vermont,5/9/22,11.9
Virginia,5/9/22,10.1
Washington,5/9/22,14.8
West Virginia,5/9/22,9.8
Wisconsin,5/9/22,11.6
Wyoming,5/9/22,11.5
