ID,Date,State,NKilled,# Injured
1323448,9-Feb-19,Virginia,0,4
1321021,6-Feb-19,New York,1,3
1321093,5-Feb-19,Texas,2,2
1319333,4-Feb-19,District of Columbia,0,5
1319325,4-Feb-19,Louisiana,0,4
1318391,3-Feb-19,Illinois,2,5
1320286,3-Feb-19,California,4,0
1318187,1-Feb-19,California,0,4
1314289,28-Jan-19,Texas,2,5
1314253,27-Jan-19,Alabama,0,5
1312391,26-Jan-19,Georgia,0,4
1312284,26-Jan-19,Louisiana,5,0
1312463,26-Jan-19,Indiana,0,5
1313291,26-Jan-19,New Jersey,1,3
1310775,24-Jan-19,Pennsylvania,4,1
1310397,24-Jan-19,Georgia,4,1
1309114,23-Jan-19,Florida,5,0
1306920,20-Jan-19,Florida,0,4
1305563,19-Jan-19,Pennsylvania,0,4
1305679,19-Jan-19,South Carolina,1,4
1305516,19-Jan-19,Illinois,0,4
1305538,19-Jan-19,Florida,3,2
1305294,19-Jan-19,Texas,3,2
1303486,17-Jan-19,Kentucky,3,1
1302060,16-Jan-19,Florida,1,5
1303303,16-Jan-19,California,3,1
1301778,15-Jan-19,Arkansas,1,4
1299680,13-Jan-19,Arizona,1,5
1295294,6-Jan-19,New Mexico,0,4
1292684,4-Jan-19,Virginia,3,2
1293054,4-Jan-19,California,3,4
1292941,3-Jan-19,Arizona,1,3
1291779,2-Jan-19,Arkansas,1,3
1289877,1-Jan-19,South Carolina,0,5
1289618,1-Jan-19,Florida,0,5
1289686,31-Dec-18,Ohio,3,2
1288376,29-Dec-18,Ohio,1,3
1287286,28-Dec-18,Missouri,4,1
1284586,24-Dec-18,Louisiana,2,2
1283229,23-Dec-18,Missouri,1,6
1282704,22-Dec-18,Nevada,0,4
1279617,18-Dec-18,Maryland,0,5
1277327,15-Dec-18,Florida,0,5
1277411,14-Dec-18,Colorado,1,3
1276091,13-Dec-18,Pennsylvania,0,4
1276298,11-Dec-18,Louisiana,1,3
1272855,9-Dec-18,Wisconsin,0,4
1273161,8-Dec-18,California,0,5
1272106,8-Dec-18,New York,0,5
1267682,1-Dec-18,Florida,0,5
1266937,26-Nov-18,Tennessee,0,4
1262814,25-Nov-18,Alabama,2,2
1263332,25-Nov-18,California,0,4
1263086,25-Nov-18,Texas,1,3
1262013,23-Nov-18,Florida,2,5
1261351,22-Nov-18,Indiana,3,2
1260525,21-Nov-18,Missouri,0,4
1258777,19-Nov-18,Colorado,1,4
1258804,19-Nov-18,Pennsylvania,4,0
1258009,18-Nov-18,California,1,4
1257508,16-Nov-18,Arkansas,3,1
1256435,14-Nov-18,Louisiana,3,1
1254225,13-Nov-18,New Mexico,4,1
1254084,12-Nov-18,North Carolina,3,1
1253361,11-Nov-18,Arizona,3,1
1249561,7-Nov-18,California,13,2
1246727,3-Nov-18,New York,0,5
1247019,2-Nov-18,California,0,4
1246489,2-Nov-18,Florida,3,4
,,,209,
